管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,586.491
陕京二线,北京,通州南分输站,通州热电,476.089
陕京二线,北京,通州南分输站,通州工业园,376.612
陕京二线,北京,通州南分输站,通州医院,186.552
中俄东线,北京,宝坻站,北京燃气,562.478
中俄东线,北京,永清站,北京燃气,414.177
川气东送,湖南,湘潭分输站,湘潭钢铁,492.192
川气东送,湖南,湘潭分输站,湘潭城市燃气,398.568
川气东送,湖南,湘潭分输站,湘潭化工,284.724
川气东送,湖南,湘潭分输站,湘潭医院,116.208
陕京二线,山西,阳曲压气站,太原城市燃气,544.621
陕京二线,山西,阳曲压气站,山西电力,410.588
陕京二线,山西,阳曲压气站,山西代输-工业用户,268.86
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,733.808
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,623.551
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,410.057
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,681.517
陕京二线,河北,石家庄压气站,石家庄燃气,581.295
陕京二线,河北,石家庄压气站,河北化工,372.264
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,758.79
川气东送,上海,上海白鹤末站,上海电力,509.803
川气东送,上海,上海白鹤末站,白鹤工业园,356.898
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,467.7
西气东输一线,新疆,王家沟末站,王家沟工业,306.34
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,643.678
西气东输二线,甘肃,兰州分输站,兰州石化,480.041
西气东输三线,甘肃,武威分输站,甘肃工业集团,394.85
西气东输三线,甘肃,张掖分输站,河西城市燃气,261.694
川气东送,贵州,贵阳北站,贵州管网,405.695
川气东送,贵州,遵义站,贵州管网,344.386
川气东送,贵州,安顺站,贵州管网,298.18
川气东送,广西,南宁站,广西管网,425.201
川气东送,广西,柳州站,广西管网,341.296
川气东送,广西,桂林站,广西管网,283.309
川气东送,上海,甪直站,上海管网,493.725
中俄东线,上海,南通站,上海管网,334.509
中俄东线,江苏,南通站,江苏城市燃气,632.949
冀宁线,江苏,南京站,江苏电力,533.511
中俄东线,江苏,海安站,江苏化工,422.597
川气东送,江苏,甪直站,苏州工业园,375.897
中俄东线,江苏,如皋站,江苏交通能源,269.126
冀宁线,河北,安平站,河北城市燃气,444.209
西气东输一线,新疆,昌吉站,昌吉工业,365.924
西气东输一线,新疆,精河站,伊犁能源,290.318
