管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,626.144
陕京二线,北京,通州南分输站,通州热电,483.224
陕京二线,北京,通州南分输站,通州工业园,348.923
陕京二线,北京,通州南分输站,通州医院,187.766
中俄东线,北京,宝坻站,北京燃气,509.976
中俄东线,北京,永清站,北京燃气,433.276
川气东送,湖南,湘潭分输站,湘潭钢铁,489.501
川气东送,湖南,湘潭分输站,湘潭城市燃气,416.285
川气东送,湖南,湘潭分输站,湘潭化工,301.717
川气东送,湖南,湘潭分输站,湘潭医院,121.778
陕京二线,山西,阳曲压气站,太原城市燃气,544.975
陕京二线,山西,阳曲压气站,山西电力,449.19
陕京二线,山西,阳曲压气站,山西代输-工业用户,266.845
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,689.109
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,574.313
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,413.156
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,647.187
陕京二线,河北,石家庄压气站,石家庄燃气,578.3
陕京二线,河北,石家庄压气站,河北化工,369.735
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,694.345
川气东送,上海,上海白鹤末站,上海电力,528.506
川气东送,上海,上海白鹤末站,白鹤工业园,346.628
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,470.144
西气东输一线,新疆,王家沟末站,王家沟工业,294.298
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,605.478
西气东输二线,甘肃,兰州分输站,兰州石化,461.379
西气东输三线,甘肃,武威分输站,甘肃工业集团,391.708
西气东输三线,甘肃,张掖分输站,河西城市燃气,256.712
川气东送,贵州,贵阳北站,贵州管网,425.799
川气东送,贵州,遵义站,贵州管网,350.497
川气东送,贵州,安顺站,贵州管网,294.411
川气东送,广西,南宁站,广西管网,433.23
川气东送,广西,柳州站,广西管网,366.999
川气东送,广西,桂林站,广西管网,291.243
川气东送,上海,甪直站,上海管网,464.273
中俄东线,上海,南通站,上海管网,348.798
中俄东线,江苏,南通站,江苏城市燃气,663.579
冀宁线,江苏,南京站,江苏电力,516.974
中俄东线,江苏,海安站,江苏化工,443.888
川气东送,江苏,甪直站,苏州工业园,394.425
中俄东线,江苏,如皋站,江苏交通能源,269.983
冀宁线,河北,安平站,河北城市燃气,455.357
西气东输一线,新疆,昌吉站,昌吉工业,363.229
西气东输一线,新疆,精河站,伊犁能源,286.091
