管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,717.079
陕京二线,北京,通州南分输站,通州热电,569.147
陕京二线,北京,通州南分输站,通州工业园,413.127
陕京二线,北京,通州南分输站,通州医院,204.919
中俄东线,北京,宝坻站,北京燃气,622.923
中俄东线,北京,永清站,北京燃气,432.728
川气东送,湖南,湘潭分输站,湘潭钢铁,583.017
川气东送,湖南,湘潭分输站,湘潭城市燃气,462.665
川气东送,湖南,湘潭分输站,湘潭化工,330.723
川气东送,湖南,湘潭分输站,湘潭医院,131.902
陕京二线,山西,阳曲压气站,太原城市燃气,651.817
陕京二线,山西,阳曲压气站,山西电力,464.543
陕京二线,山西,阳曲压气站,山西代输-工业用户,293.16
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,769.562
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,625.13
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,484.924
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,768.327
陕京二线,河北,石家庄压气站,石家庄燃气,606.057
陕京二线,河北,石家庄压气站,河北化工,424.265
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,798.03
川气东送,上海,上海白鹤末站,上海电力,625.395
川气东送,上海,上海白鹤末站,白鹤工业园,359.863
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,556.323
西气东输一线,新疆,王家沟末站,王家沟工业,348.578
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,649.588
西气东输二线,甘肃,兰州分输站,兰州石化,528.547
西气东输三线,甘肃,武威分输站,甘肃工业集团,445.405
西气东输三线,甘肃,张掖分输站,河西城市燃气,289.722
川气东送,贵州,贵阳北站,贵州管网,506.338
川气东送,贵州,遵义站,贵州管网,413.918
川气东送,贵州,安顺站,贵州管网,310.271
川气东送,广西,南宁站,广西管网,505.532
川气东送,广西,柳州站,广西管网,379.429
川气东送,广西,桂林站,广西管网,303.332
川气东送,上海,甪直站,上海管网,513.944
中俄东线,上海,南通站,上海管网,370.941
中俄东线,江苏,南通站,江苏城市燃气,703.081
冀宁线,江苏,南京站,江苏电力,605.146
中俄东线,江苏,海安站,江苏化工,503.622
川气东送,江苏,甪直站,苏州工业园,449.45
中俄东线,江苏,如皋站,江苏交通能源,274.072
冀宁线,河北,安平站,河北城市燃气,516.9
西气东输一线,新疆,昌吉站,昌吉工业,405.593
西气东输一线,新疆,精河站,伊犁能源,352.207
