管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,698.182
陕京二线,北京,通州南分输站,通州热电,535.128
陕京二线,北京,通州南分输站,通州工业园,393.242
陕京二线,北京,通州南分输站,通州医院,210.41
中俄东线,北京,宝坻站,北京燃气,571.393
中俄东线,北京,永清站,北京燃气,455.241
川气东送,湖南,湘潭分输站,湘潭钢铁,555.233
川气东送,湖南,湘潭分输站,湘潭城市燃气,493.8
川气东送,湖南,湘潭分输站,湘潭化工,319.22
川气东送,湖南,湘潭分输站,湘潭医院,138.313
陕京二线,山西,阳曲压气站,太原城市燃气,664.609
陕京二线,山西,阳曲压气站,山西电力,484.48
陕京二线,山西,阳曲压气站,山西代输-工业用户,299.076
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,756.715
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,625.224
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,442.679
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,767.711
陕京二线,河北,石家庄压气站,石家庄燃气,600.282
陕京二线,河北,石家庄压气站,河北化工,426.921
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,775.684
川气东送,上海,上海白鹤末站,上海电力,578.538
川气东送,上海,上海白鹤末站,白鹤工业园,373.519
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,528.072
西气东输一线,新疆,王家沟末站,王家沟工业,360.168
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,710.744
西气东输二线,甘肃,兰州分输站,兰州石化,535.929
西气东输三线,甘肃,武威分输站,甘肃工业集团,415.671
西气东输三线,甘肃,张掖分输站,河西城市燃气,303.298
川气东送,贵州,贵阳北站,贵州管网,495.049
川气东送,贵州,遵义站,贵州管网,415.418
川气东送,贵州,安顺站,贵州管网,319.285
川气东送,广西,南宁站,广西管网,485.909
川气东送,广西,柳州站,广西管网,409.862
川气东送,广西,桂林站,广西管网,330.716
川气东送,上海,甪直站,上海管网,535.486
中俄东线,上海,南通站,上海管网,381.756
中俄东线,江苏,南通站,江苏城市燃气,725.171
冀宁线,江苏,南京站,江苏电力,614.849
中俄东线,江苏,海安站,江苏化工,468.725
川气东送,江苏,甪直站,苏州工业园,411.036
中俄东线,江苏,如皋站,江苏交通能源,288.114
冀宁线,河北,安平站,河北城市燃气,504.186
西气东输一线,新疆,昌吉站,昌吉工业,370.938
西气东输一线,新疆,精河站,伊犁能源,348.022
