管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,592.803
陕京二线,北京,通州南分输站,通州热电,465.563
陕京二线,北京,通州南分输站,通州工业园,339.414
陕京二线,北京,通州南分输站,通州医院,189.507
中俄东线,北京,宝坻站,北京燃气,551.866
中俄东线,北京,永清站,北京燃气,399.328
川气东送,湖南,湘潭分输站,湘潭钢铁,519.633
川气东送,湖南,湘潭分输站,湘潭城市燃气,401.643
川气东送,湖南,湘潭分输站,湘潭化工,290.253
川气东送,湖南,湘潭分输站,湘潭医院,112.96
陕京二线,山西,阳曲压气站,太原城市燃气,585.693
陕京二线,山西,阳曲压气站,山西电力,409.452
陕京二线,山西,阳曲压气站,山西代输-工业用户,271.166
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,673.36
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,587.797
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,388.25
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,704.808
陕京二线,河北,石家庄压气站,石家庄燃气,527.268
陕京二线,河北,石家庄压气站,河北化工,367.518
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,695.435
川气东送,上海,上海白鹤末站,上海电力,527.657
川气东送,上海,上海白鹤末站,白鹤工业园,320.6
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,492.844
西气东输一线,新疆,王家沟末站,王家沟工业,294.555
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,585.798
西气东输二线,甘肃,兰州分输站,兰州石化,488.421
西气东输三线,甘肃,武威分输站,甘肃工业集团,377.021
西气东输三线,甘肃,张掖分输站,河西城市燃气,257.078
川气东送,贵州,贵阳北站,贵州管网,448.316
川气东送,贵州,遵义站,贵州管网,342.171
川气东送,贵州,安顺站,贵州管网,280.89
川气东送,广西,南宁站,广西管网,450.96
川气东送,广西,柳州站,广西管网,345.21
川气东送,广西,桂林站,广西管网,277.518
川气东送,上海,甪直站,上海管网,458.237
中俄东线,上海,南通站,上海管网,336.11
中俄东线,江苏,南通站,江苏城市燃气,628.135
冀宁线,江苏,南京站,江苏电力,510.64
中俄东线,江苏,海安站,江苏化工,405.137
川气东送,江苏,甪直站,苏州工业园,372.345
中俄东线,江苏,如皋站,江苏交通能源,248.197
冀宁线,河北,安平站,河北城市燃气,414.91
西气东输一线,新疆,昌吉站,昌吉工业,359.081
西气东输一线,新疆,精河站,伊犁能源,282.421
