管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,666.909
陕京二线,北京,通州南分输站,通州热电,547.629
陕京二线,北京,通州南分输站,通州工业园,424.842
陕京二线,北京,通州南分输站,通州医院,201.722
中俄东线,北京,宝坻站,北京燃气,603.751
中俄东线,北京,永清站,北京燃气,468.401
川气东送,湖南,湘潭分输站,湘潭钢铁,603.665
川气东送,湖南,湘潭分输站,湘潭城市燃气,449.352
川气东送,湖南,湘潭分输站,湘潭化工,335.098
川气东送,湖南,湘潭分输站,湘潭医院,140.615
陕京二线,山西,阳曲压气站,太原城市燃气,592.908
陕京二线,山西,阳曲压气站,山西电力,463.373
陕京二线,山西,阳曲压气站,山西代输-工业用户,277.636
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,765.81
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,638.95
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,453.89
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,739.866
陕京二线,河北,石家庄压气站,石家庄燃气,624.152
陕京二线,河北,石家庄压气站,河北化工,418.845
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,849.25
川气东送,上海,上海白鹤末站,上海电力,617.681
川气东送,上海,上海白鹤末站,白鹤工业园,390.08
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,506.634
西气东输一线,新疆,王家沟末站,王家沟工业,361.56
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,705.337
西气东输二线,甘肃,兰州分输站,兰州石化,518.176
西气东输三线,甘肃,武威分输站,甘肃工业集团,410.709
西气东输三线,甘肃,张掖分输站,河西城市燃气,283.235
川气东送,贵州,贵阳北站,贵州管网,498.726
川气东送,贵州,遵义站,贵州管网,426.666
川气东送,贵州,安顺站,贵州管网,325.322
川气东送,广西,南宁站,广西管网,520.286
川气东送,广西,柳州站,广西管网,403.148
川气东送,广西,桂林站,广西管网,320.262
川气东送,上海,甪直站,上海管网,546.663
中俄东线,上海,南通站,上海管网,351.967
中俄东线,江苏,南通站,江苏城市燃气,735.812
冀宁线,江苏,南京站,江苏电力,592.503
中俄东线,江苏,海安站,江苏化工,487.564
川气东送,江苏,甪直站,苏州工业园,419.935
中俄东线,江苏,如皋站,江苏交通能源,296.688
冀宁线,河北,安平站,河北城市燃气,474.3
西气东输一线,新疆,昌吉站,昌吉工业,383.021
西气东输一线,新疆,精河站,伊犁能源,348.662
