管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,716.979
陕京二线,北京,通州南分输站,通州热电,564.055
陕京二线,北京,通州南分输站,通州工业园,382.516
陕京二线,北京,通州南分输站,通州医院,201.982
中俄东线,北京,宝坻站,北京燃气,581.715
中俄东线,北京,永清站,北京燃气,450.026
川气东送,湖南,湘潭分输站,湘潭钢铁,575.781
川气东送,湖南,湘潭分输站,湘潭城市燃气,473.837
川气东送,湖南,湘潭分输站,湘潭化工,327.381
川气东送,湖南,湘潭分输站,湘潭医院,128.972
陕京二线,山西,阳曲压气站,太原城市燃气,657.941
陕京二线,山西,阳曲压气站,山西电力,499.621
陕京二线,山西,阳曲压气站,山西代输-工业用户,300.63
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,740.867
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,676.61
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,446.071
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,777.715
陕京二线,河北,石家庄压气站,石家庄燃气,608.837
陕京二线,河北,石家庄压气站,河北化工,418.865
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,792.615
川气东送,上海,上海白鹤末站,上海电力,608.743
川气东送,上海,上海白鹤末站,白鹤工业园,370.819
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,526.988
西气东输一线,新疆,王家沟末站,王家沟工业,366.563
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,654.852
西气东输二线,甘肃,兰州分输站,兰州石化,523.656
西气东输三线,甘肃,武威分输站,甘肃工业集团,448.871
西气东输三线,甘肃,张掖分输站,河西城市燃气,293.875
川气东送,贵州,贵阳北站,贵州管网,478.743
川气东送,贵州,遵义站,贵州管网,393.095
川气东送,贵州,安顺站,贵州管网,307.93
川气东送,广西,南宁站,广西管网,523.342
川气东送,广西,柳州站,广西管网,369.37
川气东送,广西,桂林站,广西管网,308.616
川气东送,上海,甪直站,上海管网,541.468
中俄东线,上海,南通站,上海管网,361.281
中俄东线,江苏,南通站,江苏城市燃气,767.69
冀宁线,江苏,南京站,江苏电力,609.611
中俄东线,江苏,海安站,江苏化工,485.434
川气东送,江苏,甪直站,苏州工业园,454.243
中俄东线,江苏,如皋站,江苏交通能源,296.509
冀宁线,河北,安平站,河北城市燃气,518.498
西气东输一线,新疆,昌吉站,昌吉工业,374.639
西气东输一线,新疆,精河站,伊犁能源,343.767
