管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,616.58
陕京二线,北京,通州南分输站,通州热电,497.693
陕京二线,北京,通州南分输站,通州工业园,365.423
陕京二线,北京,通州南分输站,通州医院,186.075
中俄东线,北京,宝坻站,北京燃气,546.173
中俄东线,北京,永清站,北京燃气,421.808
川气东送,湖南,湘潭分输站,湘潭钢铁,539.591
川气东送,湖南,湘潭分输站,湘潭城市燃气,429.293
川气东送,湖南,湘潭分输站,湘潭化工,283.451
川气东送,湖南,湘潭分输站,湘潭医院,118.737
陕京二线,山西,阳曲压气站,太原城市燃气,551.132
陕京二线,山西,阳曲压气站,山西电力,440.276
陕京二线,山西,阳曲压气站,山西代输-工业用户,246.998
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,677.996
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,604.327
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,412.588
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,714.505
陕京二线,河北,石家庄压气站,石家庄燃气,557.741
陕京二线,河北,石家庄压气站,河北化工,370.179
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,733.7
川气东送,上海,上海白鹤末站,上海电力,522.943
川气东送,上海,上海白鹤末站,白鹤工业园,336.116
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,501.892
西气东输一线,新疆,王家沟末站,王家沟工业,310.162
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,576.349
西气东输二线,甘肃,兰州分输站,兰州石化,485.08
西气东输三线,甘肃,武威分输站,甘肃工业集团,360.414
西气东输三线,甘肃,张掖分输站,河西城市燃气,275.206
川气东送,贵州,贵阳北站,贵州管网,439.305
川气东送,贵州,遵义站,贵州管网,341.389
川气东送,贵州,安顺站,贵州管网,289.888
川气东送,广西,南宁站,广西管网,434.691
川气东送,广西,柳州站,广西管网,363.844
川气东送,广西,桂林站,广西管网,289.026
川气东送,上海,甪直站,上海管网,499.231
中俄东线,上海,南通站,上海管网,327.599
中俄东线,江苏,南通站,江苏城市燃气,655.339
冀宁线,江苏,南京站,江苏电力,524.069
中俄东线,江苏,海安站,江苏化工,414.313
川气东送,江苏,甪直站,苏州工业园,373.143
中俄东线,江苏,如皋站,江苏交通能源,270.699
冀宁线,河北,安平站,河北城市燃气,429.328
西气东输一线,新疆,昌吉站,昌吉工业,343.941
西气东输一线,新疆,精河站,伊犁能源,313.666
