管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,625.497
陕京二线,北京,通州南分输站,通州热电,499.918
陕京二线,北京,通州南分输站,通州工业园,341.157
陕京二线,北京,通州南分输站,通州医院,189.643
中俄东线,北京,宝坻站,北京燃气,516.929
中俄东线,北京,永清站,北京燃气,408.451
川气东送,湖南,湘潭分输站,湘潭钢铁,493.254
川气东送,湖南,湘潭分输站,湘潭城市燃气,415.794
川气东送,湖南,湘潭分输站,湘潭化工,298.152
川气东送,湖南,湘潭分输站,湘潭医院,120.416
陕京二线,山西,阳曲压气站,太原城市燃气,571.475
陕京二线,山西,阳曲压气站,山西电力,431.425
陕京二线,山西,阳曲压气站,山西代输-工业用户,273.219
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,688.362
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,555.358
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,422.681
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,700.786
陕京二线,河北,石家庄压气站,石家庄燃气,575.862
陕京二线,河北,石家庄压气站,河北化工,407.895
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,734.018
川气东送,上海,上海白鹤末站,上海电力,531.876
川气东送,上海,上海白鹤末站,白鹤工业园,344.692
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,460.229
西气东输一线,新疆,王家沟末站,王家沟工业,316.586
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,645.984
西气东输二线,甘肃,兰州分输站,兰州石化,463.782
西气东输三线,甘肃,武威分输站,甘肃工业集团,393.374
西气东输三线,甘肃,张掖分输站,河西城市燃气,247.702
川气东送,贵州,贵阳北站,贵州管网,435.607
川气东送,贵州,遵义站,贵州管网,366.112
川气东送,贵州,安顺站,贵州管网,274.434
川气东送,广西,南宁站,广西管网,442.853
川气东送,广西,柳州站,广西管网,333.166
川气东送,广西,桂林站,广西管网,292.108
川气东送,上海,甪直站,上海管网,477.741
中俄东线,上海,南通站,上海管网,331.269
中俄东线,江苏,南通站,江苏城市燃气,670.997
冀宁线,江苏,南京站,江苏电力,535.398
中俄东线,江苏,海安站,江苏化工,453.854
川气东送,江苏,甪直站,苏州工业园,394.467
中俄东线,江苏,如皋站,江苏交通能源,250.946
冀宁线,河北,安平站,河北城市燃气,418.735
西气东输一线,新疆,昌吉站,昌吉工业,336.434
西气东输一线,新疆,精河站,伊犁能源,291.866
