管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,688.143
陕京二线,北京,通州南分输站,通州热电,522.558
陕京二线,北京,通州南分输站,通州工业园,421.793
陕京二线,北京,通州南分输站,通州医院,198.657
中俄东线,北京,宝坻站,北京燃气,579.576
中俄东线,北京,永清站,北京燃气,459.457
川气东送,湖南,湘潭分输站,湘潭钢铁,601.394
川气东送,湖南,湘潭分输站,湘潭城市燃气,473.403
川气东送,湖南,湘潭分输站,湘潭化工,339.666
川气东送,湖南,湘潭分输站,湘潭医院,139.517
陕京二线,山西,阳曲压气站,太原城市燃气,600.42
陕京二线,山西,阳曲压气站,山西电力,474.337
陕京二线,山西,阳曲压气站,山西代输-工业用户,295.935
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,814.064
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,650.878
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,469.122
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,716.355
陕京二线,河北,石家庄压气站,石家庄燃气,650.644
陕京二线,河北,石家庄压气站,河北化工,445.456
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,836.856
川气东送,上海,上海白鹤末站,上海电力,597.182
川气东送,上海,上海白鹤末站,白鹤工业园,371.163
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,564.372
西气东输一线,新疆,王家沟末站,王家沟工业,357.854
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,705.321
西气东输二线,甘肃,兰州分输站,兰州石化,523.396
西气东输三线,甘肃,武威分输站,甘肃工业集团,405.246
西气东输三线,甘肃,张掖分输站,河西城市燃气,293.4
川气东送,贵州,贵阳北站,贵州管网,468.733
川气东送,贵州,遵义站,贵州管网,421.541
川气东送,贵州,安顺站,贵州管网,330.902
川气东送,广西,南宁站,广西管网,495.089
川气东送,广西,柳州站,广西管网,374.932
川气东送,广西,桂林站,广西管网,319.823
川气东送,上海,甪直站,上海管网,555.529
中俄东线,上海,南通站,上海管网,362.572
中俄东线,江苏,南通站,江苏城市燃气,744.852
冀宁线,江苏,南京站,江苏电力,596.815
中俄东线,江苏,海安站,江苏化工,495.072
川气东送,江苏,甪直站,苏州工业园,416.102
中俄东线,江苏,如皋站,江苏交通能源,290.08
冀宁线,河北,安平站,河北城市燃气,490.1
西气东输一线,新疆,昌吉站,昌吉工业,380.151
西气东输一线,新疆,精河站,伊犁能源,339.302
