管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,603.854
陕京二线,北京,通州南分输站,通州热电,451.797
陕京二线,北京,通州南分输站,通州工业园,369.496
陕京二线,北京,通州南分输站,通州医院,190.347
中俄东线,北京,宝坻站,北京燃气,513.489
中俄东线,北京,永清站,北京燃气,395.492
川气东送,湖南,湘潭分输站,湘潭钢铁,489.464
川气东送,湖南,湘潭分输站,湘潭城市燃气,411.204
川气东送,湖南,湘潭分输站,湘潭化工,280.173
川气东送,湖南,湘潭分输站,湘潭医院,119.351
陕京二线,山西,阳曲压气站,太原城市燃气,591.099
陕京二线,山西,阳曲压气站,山西电力,422.301
陕京二线,山西,阳曲压气站,山西代输-工业用户,265.893
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,667.62
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,566.355
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,404.553
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,658.503
陕京二线,河北,石家庄压气站,石家庄燃气,591.753
陕京二线,河北,石家庄压气站,河北化工,405.455
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,742.374
川气东送,上海,上海白鹤末站,上海电力,547.592
川气东送,上海,上海白鹤末站,白鹤工业园,341.021
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,495.65
西气东输一线,新疆,王家沟末站,王家沟工业,309.481
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,625.846
西气东输二线,甘肃,兰州分输站,兰州石化,449.037
西气东输三线,甘肃,武威分输站,甘肃工业集团,377.176
西气东输三线,甘肃,张掖分输站,河西城市燃气,249.395
川气东送,贵州,贵阳北站,贵州管网,447.492
川气东送,贵州,遵义站,贵州管网,348.294
川气东送,贵州,安顺站,贵州管网,298.062
川气东送,广西,南宁站,广西管网,474.038
川气东送,广西,柳州站,广西管网,348.22
川气东送,广西,桂林站,广西管网,282.343
川气东送,上海,甪直站,上海管网,500.017
中俄东线,上海,南通站,上海管网,345.443
中俄东线,江苏,南通站,江苏城市燃气,680.832
冀宁线,江苏,南京站,江苏电力,527.523
中俄东线,江苏,海安站,江苏化工,421.523
川气东送,江苏,甪直站,苏州工业园,370.632
中俄东线,江苏,如皋站,江苏交通能源,268.307
冀宁线,河北,安平站,河北城市燃气,465.127
西气东输一线,新疆,昌吉站,昌吉工业,341.083
西气东输一线,新疆,精河站,伊犁能源,304.74
