管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,709.75
陕京二线,北京,通州南分输站,通州热电,568.213
陕京二线,北京,通州南分输站,通州工业园,408.953
陕京二线,北京,通州南分输站,通州医院,190.422
中俄东线,北京,宝坻站,北京燃气,626.542
中俄东线,北京,永清站,北京燃气,449.247
川气东送,湖南,湘潭分输站,湘潭钢铁,601.083
川气东送,湖南,湘潭分输站,湘潭城市燃气,449.902
川气东送,湖南,湘潭分输站,湘潭化工,344.05
川气东送,湖南,湘潭分输站,湘潭医院,135.511
陕京二线,山西,阳曲压气站,太原城市燃气,600.69
陕京二线,山西,阳曲压气站,山西电力,469.482
陕京二线,山西,阳曲压气站,山西代输-工业用户,306.083
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,825.745
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,645.08
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,446.506
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,768.383
陕京二线,河北,石家庄压气站,石家庄燃气,612.937
陕京二线,河北,石家庄压气站,河北化工,428.21
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,796.691
川气东送,上海,上海白鹤末站,上海电力,572.866
川气东送,上海,上海白鹤末站,白鹤工业园,393.785
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,531.166
西气东输一线,新疆,王家沟末站,王家沟工业,338.423
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,646.492
西气东输二线,甘肃,兰州分输站,兰州石化,540.929
西气东输三线,甘肃,武威分输站,甘肃工业集团,441.28
西气东输三线,甘肃,张掖分输站,河西城市燃气,280.891
川气东送,贵州,贵阳北站,贵州管网,509.433
川气东送,贵州,遵义站,贵州管网,418.548
川气东送,贵州,安顺站,贵州管网,338.738
川气东送,广西,南宁站,广西管网,476.189
川气东送,广西,柳州站,广西管网,400.142
川气东送,广西,桂林站,广西管网,305.561
川气东送,上海,甪直站,上海管网,529.201
中俄东线,上海,南通站,上海管网,367.256
中俄东线,江苏,南通站,江苏城市燃气,743.95
冀宁线,江苏,南京站,江苏电力,578.288
中俄东线,江苏,海安站,江苏化工,455.852
川气东送,江苏,甪直站,苏州工业园,421.39
中俄东线,江苏,如皋站,江苏交通能源,304.436
冀宁线,河北,安平站,河北城市燃气,516.468
西气东输一线,新疆,昌吉站,昌吉工业,373.259
西气东输一线,新疆,精河站,伊犁能源,347.226
