管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,611.62
陕京二线,北京,通州南分输站,通州热电,505.88
陕京二线,北京,通州南分输站,通州工业园,364.492
陕京二线,北京,通州南分输站,通州医院,182.388
中俄东线,北京,宝坻站,北京燃气,561.842
中俄东线,北京,永清站,北京燃气,422.643
川气东送,湖南,湘潭分输站,湘潭钢铁,487.383
川气东送,湖南,湘潭分输站,湘潭城市燃气,416.157
川气东送,湖南,湘潭分输站,湘潭化工,282.892
川气东送,湖南,湘潭分输站,湘潭医院,118.563
陕京二线,山西,阳曲压气站,太原城市燃气,584.861
陕京二线,山西,阳曲压气站,山西电力,413.015
陕京二线,山西,阳曲压气站,山西代输-工业用户,252.113
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,691.204
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,589.894
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,404.483
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,700.487
陕京二线,河北,石家庄压气站,石家庄燃气,567.45
陕京二线,河北,石家庄压气站,河北化工,396.308
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,747.366
川气东送,上海,上海白鹤末站,上海电力,558.4
川气东送,上海,上海白鹤末站,白鹤工业园,322.964
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,482.828
西气东输一线,新疆,王家沟末站,王家沟工业,299.302
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,634.84
西气东输二线,甘肃,兰州分输站,兰州石化,495.517
西气东输三线,甘肃,武威分输站,甘肃工业集团,375.39
西气东输三线,甘肃,张掖分输站,河西城市燃气,252.913
川气东送,贵州,贵阳北站,贵州管网,413.127
川气东送,贵州,遵义站,贵州管网,338.67
川气东送,贵州,安顺站,贵州管网,275.01
川气东送,广西,南宁站,广西管网,442.951
川气东送,广西,柳州站,广西管网,348.09
川气东送,广西,桂林站,广西管网,294.567
川气东送,上海,甪直站,上海管网,466.191
中俄东线,上海,南通站,上海管网,314.003
中俄东线,江苏,南通站,江苏城市燃气,613.214
冀宁线,江苏,南京站,江苏电力,532.888
中俄东线,江苏,海安站,江苏化工,408.846
川气东送,江苏,甪直站,苏州工业园,410.103
中俄东线,江苏,如皋站,江苏交通能源,262.75
冀宁线,河北,安平站,河北城市燃气,432.533
西气东输一线,新疆,昌吉站,昌吉工业,338.949
西气东输一线,新疆,精河站,伊犁能源,289.633
