管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,588.931
陕京二线,北京,通州南分输站,通州热电,483.798
陕京二线,北京,通州南分输站,通州工业园,374.717
陕京二线,北京,通州南分输站,通州医院,175.255
中俄东线,北京,宝坻站,北京燃气,566.462
中俄东线,北京,永清站,北京燃气,401.988
川气东送,湖南,湘潭分输站,湘潭钢铁,522.344
川气东送,湖南,湘潭分输站,湘潭城市燃气,426.091
川气东送,湖南,湘潭分输站,湘潭化工,283.017
川气东送,湖南,湘潭分输站,湘潭医院,114.718
陕京二线,山西,阳曲压气站,太原城市燃气,573.541
陕京二线,山西,阳曲压气站,山西电力,411.756
陕京二线,山西,阳曲压气站,山西代输-工业用户,262.273
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,685.633
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,572.285
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,407.66
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,665.228
陕京二线,河北,石家庄压气站,石家庄燃气,537.526
陕京二线,河北,石家庄压气站,河北化工,391.499
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,696.432
川气东送,上海,上海白鹤末站,上海电力,507.215
川气东送,上海,上海白鹤末站,白鹤工业园,339.917
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,500.511
西气东输一线,新疆,王家沟末站,王家沟工业,307.518
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,586.402
西气东输二线,甘肃,兰州分输站,兰州石化,469.985
西气东输三线,甘肃,武威分输站,甘肃工业集团,368.704
西气东输三线,甘肃,张掖分输站,河西城市燃气,267.163
川气东送,贵州,贵阳北站,贵州管网,414.753
川气东送,贵州,遵义站,贵州管网,344.747
川气东送,贵州,安顺站,贵州管网,297.677
川气东送,广西,南宁站,广西管网,428.91
川气东送,广西,柳州站,广西管网,364.858
川气东送,广西,桂林站,广西管网,281.476
川气东送,上海,甪直站,上海管网,475.18
中俄东线,上海,南通站,上海管网,332.479
中俄东线,江苏,南通站,江苏城市燃气,632.034
冀宁线,江苏,南京站,江苏电力,516.206
中俄东线,江苏,海安站,江苏化工,446.935
川气东送,江苏,甪直站,苏州工业园,374.186
中俄东线,江苏,如皋站,江苏交通能源,260.669
冀宁线,河北,安平站,河北城市燃气,423.225
西气东输一线,新疆,昌吉站,昌吉工业,354.109
西气东输一线,新疆,精河站,伊犁能源,295.93
