管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,681.13
陕京二线,北京,通州南分输站,通州热电,518.885
陕京二线,北京,通州南分输站,通州工业园,426.388
陕京二线,北京,通州南分输站,通州医院,212.362
中俄东线,北京,宝坻站,北京燃气,594.047
中俄东线,北京,永清站,北京燃气,483.174
川气东送,湖南,湘潭分输站,湘潭钢铁,552.007
川气东送,湖南,湘潭分输站,湘潭城市燃气,490.127
川气东送,湖南,湘潭分输站,湘潭化工,330.789
川气东送,湖南,湘潭分输站,湘潭医院,135.48
陕京二线,山西,阳曲压气站,太原城市燃气,664.436
陕京二线,山西,阳曲压气站,山西电力,507.597
陕京二线,山西,阳曲压气站,山西代输-工业用户,277.653
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,759.82
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,658.421
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,482.848
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,805.862
陕京二线,河北,石家庄压气站,石家庄燃气,633.722
陕京二线,河北,石家庄压气站,河北化工,453.339
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,821.685
川气东送,上海,上海白鹤末站,上海电力,565.147
川气东送,上海,上海白鹤末站,白鹤工业园,364.167
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,562.027
西气东输一线,新疆,王家沟末站,王家沟工业,358.066
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,646.112
西气东输二线,甘肃,兰州分输站,兰州石化,505.952
西气东输三线,甘肃,武威分输站,甘肃工业集团,409.825
西气东输三线,甘肃,张掖分输站,河西城市燃气,289.807
川气东送,贵州,贵阳北站,贵州管网,459.92
川气东送,贵州,遵义站,贵州管网,386.048
川气东送,贵州,安顺站,贵州管网,336.444
川气东送,广西,南宁站,广西管网,526.011
川气东送,广西,柳州站,广西管网,390.401
川气东送,广西,桂林站,广西管网,329.765
川气东送,上海,甪直站,上海管网,562.639
中俄东线,上海,南通站,上海管网,391.521
中俄东线,江苏,南通站,江苏城市燃气,721.915
冀宁线,江苏,南京站,江苏电力,582.507
中俄东线,江苏,海安站,江苏化工,461.749
川气东送,江苏,甪直站,苏州工业园,412.19
中俄东线,江苏,如皋站,江苏交通能源,284.041
冀宁线,河北,安平站,河北城市燃气,469.721
西气东输一线,新疆,昌吉站,昌吉工业,395.574
西气东输一线,新疆,精河站,伊犁能源,354.264
