管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,700.385
陕京二线,北京,通州南分输站,通州热电,514.393
陕京二线,北京,通州南分输站,通州工业园,385.089
陕京二线,北京,通州南分输站,通州医院,192.525
中俄东线,北京,宝坻站,北京燃气,593.48
中俄东线,北京,永清站,北京燃气,452.874
川气东送,湖南,湘潭分输站,湘潭钢铁,587.571
川气东送,湖南,湘潭分输站,湘潭城市燃气,492.883
川气东送,湖南,湘潭分输站,湘潭化工,328.421
川气东送,湖南,湘潭分输站,湘潭医院,139.711
陕京二线,山西,阳曲压气站,太原城市燃气,647.083
陕京二线,山西,阳曲压气站,山西电力,462.749
陕京二线,山西,阳曲压气站,山西代输-工业用户,276.346
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,782.764
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,691.97
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,483.179
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,805.702
陕京二线,河北,石家庄压气站,石家庄燃气,647.727
陕京二线,河北,石家庄压气站,河北化工,460.852
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,816.63
川气东送,上海,上海白鹤末站,上海电力,610.176
川气东送,上海,上海白鹤末站,白鹤工业园,377.975
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,517.133
西气东输一线,新疆,王家沟末站,王家沟工业,338.649
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,644.909
西气东输二线,甘肃,兰州分输站,兰州石化,543.561
西气东输三线,甘肃,武威分输站,甘肃工业集团,448.86
西气东输三线,甘肃,张掖分输站,河西城市燃气,279.26
川气东送,贵州,贵阳北站,贵州管网,497.743
川气东送,贵州,遵义站,贵州管网,401.916
川气东送,贵州,安顺站,贵州管网,330.966
川气东送,广西,南宁站,广西管网,481.351
川气东送,广西,柳州站,广西管网,394.953
川气东送,广西,桂林站,广西管网,328.123
川气东送,上海,甪直站,上海管网,547.298
中俄东线,上海,南通站,上海管网,369.872
中俄东线,江苏,南通站,江苏城市燃气,695.425
冀宁线,江苏,南京站,江苏电力,617.198
中俄东线,江苏,海安站,江苏化工,485.031
川气东送,江苏,甪直站,苏州工业园,431.136
中俄东线,江苏,如皋站,江苏交通能源,283.961
冀宁线,河北,安平站,河北城市燃气,463.943
西气东输一线,新疆,昌吉站,昌吉工业,374.371
西气东输一线,新疆,精河站,伊犁能源,348.034
