管线,所属地,供气点,用户,消耗量
陕京二线,北京,通州南分输站,北京城市燃气,623.684
陕京二线,北京,通州南分输站,通州热电,492.851
陕京二线,北京,通州南分输站,通州工业园,344.864
陕京二线,北京,通州南分输站,通州医院,177.741
中俄东线,北京,宝坻站,北京燃气,548.483
中俄东线,北京,永清站,北京燃气,389.456
川气东送,湖南,湘潭分输站,湘潭钢铁,501.875
川气东送,湖南,湘潭分输站,湘潭城市燃气,417.237
川气东送,湖南,湘潭分输站,湘潭化工,297.504
川气东送,湖南,湘潭分输站,湘潭医院,119.626
陕京二线,山西,阳曲压气站,太原城市燃气,581.079
陕京二线,山西,阳曲压气站,山西电力,435.741
陕京二线,山西,阳曲压气站,山西代输-工业用户,255.327
陕京二线,山西,阳曲压气站,阳曲停用表位,0.0
西气东输二线,新疆,乌鲁木齐压气站,新疆广汇,736.009
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐燃气,572.148
西气东输二线,新疆,乌鲁木齐压气站,新疆化工,423.153
西气东输二线,新疆,乌鲁木齐压气站,乌鲁木齐零值表位,0.0
陕京二线,河北,石家庄压气站,河北钢铁,645.55
陕京二线,河北,石家庄压气站,石家庄燃气,560.52
陕京二线,河北,石家庄压气站,河北化工,406.868
陕京二线,河北,石家庄压气站,石家庄停用表位,0.0
川气东送,上海,上海白鹤末站,上海管网,747.925
川气东送,上海,上海白鹤末站,上海电力,542.455
川气东送,上海,上海白鹤末站,白鹤工业园,349.661
川气东送,上海,上海白鹤末站,白鹤零值表位,0.0
西气东输一线,新疆,王家沟末站,新疆生产建设兵团,480.657
西气东输一线,新疆,王家沟末站,王家沟工业,300.215
西气东输一线,新疆,王家沟末站,王家沟零值表位,0.0
西气东输二线,甘肃,兰州分输站,甘肃城市燃气,578.434
西气东输二线,甘肃,兰州分输站,兰州石化,466.629
西气东输三线,甘肃,武威分输站,甘肃工业集团,367.494
西气东输三线,甘肃,张掖分输站,河西城市燃气,269.858
川气东送,贵州,贵阳北站,贵州管网,445.486
川气东送,贵州,遵义站,贵州管网,353.742
川气东送,贵州,安顺站,贵州管网,273.191
川气东送,广西,南宁站,广西管网,443.454
川气东送,广西,柳州站,广西管网,345.93
川气东送,广西,桂林站,广西管网,286.219
川气东送,上海,甪直站,上海管网,494.531
中俄东线,上海,南通站,上海管网,346.053
中俄东线,江苏,南通站,江苏城市燃气,624.218
冀宁线,江苏,南京站,江苏电力,538.006
中俄东线,江苏,海安站,江苏化工,428.845
川气东送,江苏,甪直站,苏州工业园,384.842
中俄东线,江苏,如皋站,江苏交通能源,268.379
冀宁线,河北,安平站,河北城市燃气,440.799
西气东输一线,新疆,昌吉站,昌吉工业,361.474
西气东输一线,新疆,精河站,伊犁能源,285.988
