TIME,P_001_v000,P_001_v001,P_002_v000,P_002_v001
2025-01-01 00:01:00,0.9931887,0.895052,0.9970004,0.8990353
2025-01-01 00:02:00,0.9931841,0.89504963,0.9970002,0.8990373
2025-01-01 00:03:00,0.9931796,0.8950473,0.9970001,0.8990394
2025-01-01 00:04:00,0.99317515,0.895045,0.99700004,0.89904153
2025-01-01 00:05:00,0.9931708,0.8950428,0.997,0.89904374
2025-01-01 00:06:00,0.99316645,0.8950406,0.99700004,0.899046
2025-01-01 00:07:00,0.99316216,0.8950385,0.99700016,0.8990483
2025-01-01 00:08:00,0.9931579,0.8950364,0.9970003,0.89905065
2025-01-01 00:09:00,0.99315375,0.8950344,0.9970005,0.8990531
2025-01-01 00:10:00,0.99314964,0.89503247,0.99700075,0.8990556
2025-01-01 00:11:00,0.9931456,0.89503056,0.9970011,0.8990581
2025-01-01 00:12:00,0.9931416,0.8950287,0.99700147,0.8990607
2025-01-01 00:13:00,0.99313766,0.8950269,0.99700195,0.89906335
2025-01-01 00:14:00,0.9931337,0.8950252,0.9970024,0.8990661
2025-01-01 00:15:00,0.9931299,0.8950235,0.99700296,0.89906883
2025-01-01 00:16:00,0.9931261,0.8950219,0.9970036,0.8990717
2025-01-01 00:17:00,0.9931224,0.89502037,0.9970043,0.89907455
2025-01-01 00:18:00,0.9931187,0.8950189,0.997005,0.8990775
2025-01-01 00:19:00,0.99311507,0.89501745,0.99700576,0.89908046
2025-01-01 00:20:00,0.9931115,0.8950161,0.99700665,0.8990835
2025-01-01 00:21:00,0.993108,0.89501476,0.99700755,0.8990866
2025-01-01 00:22:00,0.9931045,0.89501345,0.9970085,0.89908975
2025-01-01 00:23:00,0.9931011,0.89501226,0.9970095,0.899093
2025-01-01 00:24:00,0.9930978,0.8950111,0.9970106,0.89909625
2025-01-01 00:25:00,0.9930945,0.89501,0.9970117,0.8990995
2025-01-01 00:26:00,0.9930913,0.895009,0.99701285,0.8991029
2025-01-01 00:27:00,0.99308807,0.89500797,0.9970141,0.8991064
2025-01-01 00:28:00,0.99308497,0.8950071,0.9970154,0.89910984
2025-01-01 00:29:00,0.99308187,0.8950062,0.9970168,0.8991134
2025-01-01 00:30:00,0.99050653,0.87082636,0.9958385,0.88816583
2025-01-01 00:31:00,0.9884457,0.8551093,0.99489623,0.8810512
2025-01-01 00:32:00,0.9867965,0.8448929,0.9941428,0.876428
2025-01-01 00:33:00,0.9854767,0.8382521,0.99354035,0.87342435
2025-01-01 00:34:00,0.98442024,0.83393544,0.9930588,0.8714733
2025-01-01 00:35:00,0.98357457,0.8311295,0.99267393,0.8702065
2025-01-01 00:36:00,0.9828976,0.82930547,0.9923665,0.8693845
2025-01-01 00:37:00,0.9823555,0.82811975,0.99212086,0.86885166
2025-01-01 00:38:00,0.9819213,0.82734895,0.9919248,0.8685068
2025-01-01 00:39:00,0.9815736,0.82684785,0.9917685,0.868284
2025-01-01 00:40:00,0.98129493,0.8265221,0.9916438,0.86814076
2025-01-01 00:41:00,0.98107153,0.82631034,0.9915445,0.8680491
2025-01-01 00:42:00,0.9808924,0.82617265,0.9914655,0.8679911
2025-01-01 00:43:00,0.9807487,0.8260832,0.9914028,0.8679549
2025-01-01 00:44:00,0.9806333,0.826025,0.9913531,0.8679329
2025-01-01 00:45:00,0.9805407,0.8259873,0.9913139,0.8679202
2025-01-01 00:46:00,0.9804661,0.82596284,0.991283,0.86791354
2025-01-01 00:47:00,0.98040617,0.8259471,0.9912588,0.86791086
2025-01-01 00:48:00,0.9803578,0.8259369,0.99123996,0.86791074
2025-01-01 00:49:00,0.98031884,0.8259305,0.9912255,0.86791235
2025-01-01 00:50:00,0.98028725,0.82592636,0.9912144,0.86791503
2025-01-01 00:51:00,0.9802617,0.8259239,0.9912061,0.8679185
2025-01-01 00:52:00,0.98024094,0.82592255,0.9912001,0.8679224
2025-01-01 00:53:00,0.9802241,0.82592183,0.9911958,0.8679267
2025-01-01 00:54:00,0.98021024,0.8259216,0.99119306,0.86793125
2025-01-01 00:55:00,0.9801989,0.8259218,0.9911914,0.86793596
2025-01-01 00:56:00,0.9801896,0.8259221,0.9911907,0.86794084
2025-01-01 00:57:00,0.98018193,0.82592255,0.9911908,0.8679458
2025-01-01 00:58:00,0.9801755,0.82592326,0.9911915,0.86795086
2025-01-01 00:59:00,0.98017013,0.82592404,0.9911927,0.867956
2025-01-01 01:00:00,0.9807043,0.82227397,0.99167913,0.8633381
2025-01-01 01:01:00,0.9811315,0.81990176,0.99206895,0.8603384
