TIME,C_001_v000,C_001_v001,C_001_v002,C_002_v000,C_002_v001,C_002_v002,C_005_v000,C_005_v001,C_005_v002,C_008_v000,C_008_v001,C_008_v002,C_014_v000,C_014_v001,C_014_v002,C_016_v000,C_016_v001,C_016_v002,C_017_v000,C_017_v001,C_017_v002,C_019_v000,C_019_v001,C_019_v002,C_021_v000,C_021_v001,C_021_v002,C_022_v000,C_022_v001,C_022_v002,C_023_v000,C_023_v001,C_023_v002
2025-01-01 00:01:00,0.84327346,0.94552445,0.99784684,0.85266674,0.95514065,0.99363935,0.84865314,0.9511391,1.0035923,0.858349,0.94663084,0.9988368,0.8529999,0.95495224,1.0068194,0.8463162,0.9479603,0.99954784,0.85260224,0.9540963,1.0055877,0.8446203,0.9461895,0.9978109,0.8512521,0.95308805,0.991008,0.84510636,0.947282,0.99953604,0.85424787,0.9426851,0.9951603
2025-01-01 00:02:00,0.84327894,0.9455319,0.997856,0.8526785,0.9551532,0.99365234,0.84866595,0.95115125,1.0036033,0.85835713,0.94663715,0.9988411,0.85299975,0.9549499,1.006815,0.8463079,0.9479503,0.99953663,0.85258937,0.9540832,1.0055747,0.84460866,0.9461791,0.99780196,0.8512469,0.95308495,0.9910071,0.8451099,0.9472876,0.99954355,0.85425854,0.9426969,0.99517286
2025-01-01 00:03:00,0.8432845,0.94553936,0.9978652,0.8526903,0.95516574,0.99366534,0.8486787,0.9511633,1.0036143,0.85836524,0.94664335,0.9988453,0.85299957,0.9549475,1.0068103,0.84629947,0.94794035,0.99952537,0.8525765,0.95407015,1.0055617,0.8445971,0.94616866,0.9977931,0.8512417,0.95308185,0.9910062,0.8451134,0.9472932,0.9995511,0.8542692,0.94270873,0.99518543
2025-01-01 00:04:00,0.8432901,0.9455469,0.99787444,0.8527021,0.9551784,0.9936784,0.84869146,0.9511754,1.0036254,0.8583733,0.94664955,0.9988494,0.8529993,0.954945,1.0068058,0.84629107,0.94793034,0.99951404,0.8525636,0.954057,1.0055487,0.84458554,0.9461583,0.9977842,0.8512366,0.95307887,0.99100536,0.845117,0.9472989,0.9995587,0.85427994,0.94272053,0.9951981
2025-01-01 00:05:00,0.84329575,0.9455545,0.9978837,0.8527139,0.955191,0.99369144,0.8487042,0.95118743,1.0036364,0.8583813,0.94665563,0.99885345,0.852999,0.95494246,1.0068011,0.84628254,0.94792026,0.9995027,0.85255075,0.9540439,1.0055358,0.844574,0.946148,0.9977754,0.85123146,0.9530759,0.99100465,0.84512067,0.9473046,0.9995663,0.8542907,0.94273245,0.9952107
2025-01-01 00:06:00,0.8433015,0.9455621,0.997893,0.85272574,0.95520365,0.9937045,0.848717,0.9511995,1.0036474,0.8583892,0.9466617,0.9988575,0.8529986,0.9549399,1.0067964,0.846274,0.9479102,0.99949133,0.8525379,0.95403075,1.0055228,0.8445624,0.94613767,0.9977666,0.85122645,0.95307297,0.99100393,0.84512436,0.94731045,0.999574,0.8543015,0.9427443,0.9952234
2025-01-01 00:07:00,0.8433072,0.94556975,0.99790233,0.8527376,0.9552163,0.99371755,0.84872967,0.95121145,1.0036583,0.8583971,0.94666773,0.99886143,0.8529982,0.9549373,1.0067916,0.84626544,0.9479001,0.99947995,0.852525,0.9540177,1.00551,0.84455097,0.9461274,0.99775785,0.8512215,0.9530701,0.9910033,0.8451281,0.9473162,0.99958175,0.8543123,0.94275624,0.99523604
2025-01-01 00:08:00,0.843313,0.94557744,0.99791175,0.8527495,0.9552289,0.9937306,0.84874237,0.95122343,1.0036693,0.858405,0.94667375,0.99886537,0.8529977,0.9549346,1.0067867,0.84625685,0.9478899,0.99946856,0.85251206,0.9540046,1.005497,0.84453946,0.9461172,0.99774915,0.85121655,0.95306736,0.9910027,0.84513193,0.94732213,0.99958956,0.85432315,0.94276816,0.99524873
2025-01-01 00:09:00,0.8433189,0.9455852,0.99792117,0.85276145,0.9552416,0.99374366,0.84875506,0.9512354,1.0036801,0.8584128,0.94667965,0.99886924,0.8529972,0.9549318,1.0067818,0.8462482,0.94787973,0.9994571,0.8524991,0.9539915,1.0054841,0.844528,0.94610703,0.9977405,0.8512117,0.9530646,0.9910022,0.8451358,0.9473281,0.9995974,0.85433406,0.94278014,0.99526143
2025-01-01 00:10:00,0.8433248,0.945593,0.99793065,0.8527734,0.95525426,0.9937567,0.84876776,0.95124733,1.003691,0.85842055,0.9466855,0.998873,0.8529966,0.954929,1.0067769,0.8462395,0.9478695,0.9994456,0.8524862,0.95397836,1.0054712,0.84451663,0.9460969,0.9977319,0.8512069,0.95306194,0.9910017,0.84513974,0.94733405,0.99960524,0.85434496,0.9427921,0.9952741
