TIME,B_001_v000,B_001_v001,B_015_v000,B_015_v001,B_120_v000,B_120_v001,B_198_v000,B_198_v001,B_233_v000,B_233_v001,B_273_v000,B_273_v001,B_286_v000,B_286_v001,B_302_v000,B_302_v001,B_317_v000,B_317_v001,B_329_v000,B_329_v001,B_341_v000,B_341_v001
2025-01-01 00:01:00,0.806621,0.90883017,0.79695773,0.89900005,0.8009558,0.90282637,0.8046155,0.90632915,0.8079757,0.89556533,0.7971098,0.8986222,0.8001168,0.90160793,0.80311036,0.90463847,0.79220587,0.89382493,0.7955067,0.89726037,0.79909307,0.9010095
2025-01-01 00:02:00,0.80662733,0.90883446,0.7969599,0.899,0.8009535,0.90282196,0.804609,0.90632087,0.8079658,0.8955541,0.79709756,0.8986094,0.80010366,0.90159494,0.80309784,0.90462685,0.7921954,0.89381593,0.79549944,0.89725506,0.79908985,0.9010085
2025-01-01 00:03:00,0.80663365,0.90883875,0.796962,0.89899987,0.8009512,0.9028175,0.80460256,0.9063126,0.8079559,0.8955429,0.7970854,0.8985966,0.80009055,0.90158194,0.8030854,0.9046152,0.7921849,0.893807,0.79549223,0.8972498,0.7990867,0.90100753
2025-01-01 00:04:00,0.8066399,0.9088429,0.79696405,0.8989997,0.8009488,0.90281296,0.804596,0.9063042,0.80794597,0.89553165,0.7970731,0.8985837,0.80007744,0.90156895,0.8030729,0.9046036,0.7921745,0.89379805,0.795485,0.8972446,0.7990836,0.90100664
2025-01-01 00:05:00,0.8066461,0.9088471,0.7969661,0.89899945,0.80094635,0.90280837,0.8045894,0.9062958,0.80793595,0.8955203,0.7970609,0.89857084,0.8000643,0.901556,0.8030605,0.904592,0.7921641,0.8937892,0.7954779,0.89723945,0.79908055,0.9010058
2025-01-01 00:06:00,0.80665225,0.9088512,0.796968,0.89899915,0.80094385,0.9028037,0.8045828,0.9062873,0.80792594,0.895509,0.7970486,0.89855796,0.8000512,0.901543,0.803048,0.9045804,0.7921538,0.8937803,0.79547083,0.8972343,0.7990776,0.901005
2025-01-01 00:07:00,0.8066583,0.90885526,0.7969699,0.89899886,0.8009413,0.902799,0.80457604,0.9062788,0.80791587,0.8954977,0.79703635,0.8985451,0.80003816,0.9015301,0.8030356,0.9045689,0.79214346,0.8937715,0.7954638,0.89722925,0.7990746,0.90100425
2025-01-01 00:08:00,0.8066644,0.90885925,0.7969717,0.89899844,0.8009387,0.9027943,0.8045693,0.90627027,0.80790573,0.8954863,0.797024,0.8985322,0.80002505,0.90151715,0.80302316,0.9045574,0.79213315,0.89376277,0.7954568,0.89722425,0.7990717,0.9010036
2025-01-01 00:09:00,0.8066704,0.9088632,0.79697347,0.898998,0.80093604,0.9027895,0.8045625,0.9062617,0.8078956,0.8954749,0.7970117,0.8985193,0.80001193,0.9015042,0.8030108,0.9045459,0.7921229,0.89375407,0.7954499,0.8972193,0.7990689,0.901003
2025-01-01 00:10:00,0.8066763,0.90886706,0.7969752,0.8989975,0.8009333,0.90278465,0.8045557,0.90625304,0.80788547,0.89546347,0.79699934,0.8985064,0.7999988,0.9014913,0.8029984,0.90453446,0.7921127,0.8937454,0.79544306,0.8972144,0.7990661,0.9010024
2025-01-01 00:11:00,0.8066822,0.90887094,0.7969768,0.8989969,0.80093056,0.90277976,0.8045488,0.9062444,0.8078752,0.895452,0.796987,0.89849347,0.7999857,0.90147835,0.8029861,0.904523,0.7921025,0.8937368,0.7954362,0.8972096,0.79906344,0.90100193
2025-01-01 00:12:00,0.8066881,0.9088747,0.7969784,0.8989963,0.8009277,0.90277475,0.8045419,0.90623564,0.80786496,0.8954405,0.7969746,0.89848053,0.7999726,0.9014655,0.80297375,0.90451163,0.7920924,0.8937282,0.7954294,0.8972048,0.79906076,0.9010015
2025-01-01 00:13:00,0.80669385,0.9088784,0.79697996,0.8989956,0.80092484,0.90276974,0.80453485,0.9062269,0.8078547,0.895429,0.7969622,0.8984676,0.7999595,0.9014526,0.80296147,0.90450025,0.7920823,0.8937197,0.7954227,0.89720005,0.7990582,0.9010011
2025-01-01 00:14:00,0.80669963,0.9088821,0.79698145,0.89899486,0.80092186,0.90276474,0.8045278,0.9062181,0.8078444,0.8954175,0.79694974,0.8984546,0.79994637,0.90143967,0.8029492,0.9044889,0.79207224,0.89371115,0.795416,0.8971954,0.79905564,0.9010008
2025-01-01 00:15:00,0.8067053,0.9088857,0.7969829,0.8989941,0.8009189,0.9027596,0.8045207,0.90620923,0.807834,0.89540595,0.7969373,0.8984417,0.79993325,0.9014268,0.8029369,0.9044776,0.7920622,0.8937027,0.7954094,0.89719075,0.79905313,0.9010005
2025-01-01 00:16:00,0.80671096,0.90888923,0.79698426,0.8989932,0.80091584,0.9027544,0.80451363,0.90620035,0.8078236,0.8953943,0.7969248,0.8984287,0.79992014,0.9014139,0.80292463,0.90446633,0.7920522,0.8936943,0.79540277,0.89718616,0.79905075,0.90100026
2025-01-01 00:17:00,0.80671656,0.90889275,0.79698557,0.8989923,0.80091274,0.9027492,0.8045064,0.9061914,0.8078132,0.8953827,0.7969124,0.89841574,0.7999071,0.9014011,0.8029124,0.90445507,0.7920423,0.89368594,0.79539627,0.8971817,0.79904836,0.90100014
2025-01-01 00:18:00,0.8067221,0.9088962,0.7969868,0.89899135,0.8009096,0.90274394,0.8044992,0.90618247,0.80780274,0.8953711,0.79689986,0.89840275,0.799894,0.9013883,0.8029002,0.90444386,0.79203236,0.8936776,0.7953898,0.8971772,0.79904604,0.901
