管道划分,站名,lon,lat,类型,控制类型,输入流量,计算流量
西气东输一线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5327.74,-5327.74
西气东输一线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,519.751
西气东输一线,昌吉站,86.3838,41.5389,需求,定需求,,403.336
西气东输一线,乌苏站,98.4254,31.0004,需求,定需求,,561.582
西气东输一线,精河站,100.9287,29.3551,需求,定需求,,440.934
西气东输一线,中卫站,116.9033,38.7701,需求,定需求,,432.717
西气东输一线,古浪站,102.2127,29.1211,需求,定需求,,490.39
西气东输一线,永昌站,110.258,38.5576,需求,定需求,,513.496
西气东输一线,靖边站,125.3362,28.1973,气源,定流量,1489.261,-1489.261
西气东输一线,石家庄站,81.1041,29.2776,联络,平衡,,114.882
西气东输一线,永清站,87.5129,33.5107,联络,平衡,,133.62
西气东输二线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5154.747,-5154.747
西气东输二线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,521.367
西气东输二线,昌吉站,86.3838,41.5389,需求,定需求,,402.571
西气东输二线,乌苏站,98.4254,31.0004,需求,定需求,,575.753
西气东输二线,精河站,100.9287,29.3551,需求,定需求,,433.686
西气东输二线,中卫站,116.9033,38.7701,需求,定需求,,434.737
西气东输二线,古浪站,102.2127,29.1211,需求,定需求,,494.632
西气东输二线,永昌站,110.258,38.5576,需求,定需求,,531.832
西气东输二线,临潼站,120.4907,39.0279,需求,定需求,,437.556
西气东输二线,高陵站,97.1688,27.7344,需求,定需求,,301.397
西气东输二线,华阴站,88.1492,42.2953,需求,定需求,,519.617
西气东输二线,潼关站,85.8001,40.3774,需求,定需求,,424.44
西气东输二线,榆林站,82.8513,42.114,气源,定流量,1878.305,-1878.305
西气东输二线,靖边站,125.3362,28.1973,气源,定流量,1550.145,-1550.145
西气东输二线,石家庄站,81.1041,29.2776,联络,平衡,,126.765
西气东输二线,永清站,87.5129,33.5107,联络,平衡,,136.228
西气东输二线,通州南站,116.3593,33.2408,需求,定需求,,329.384
西气东输三线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5306.034,-5306.034
西气东输三线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,519.621
西气东输三线,昌吉站,86.3838,41.5389,需求,定需求,,419.646
西气东输三线,乌苏站,98.4254,31.0004,需求,定需求,,561.48
西气东输三线,精河站,100.9287,29.3551,需求,定需求,,432.388
西气东输三线,中卫站,116.9033,38.7701,需求,定需求,,411.363
西气东输三线,古浪站,102.2127,29.1211,需求,定需求,,471.362
西气东输三线,永昌站,110.258,38.5576,需求,定需求,,571.2
西气东输三线,临潼站,120.4907,39.0279,需求,定需求,,433.431
西气东输三线,高陵站,97.1688,27.7344,需求,定需求,,300.568
西气东输三线,华阴站,88.1492,42.2953,需求,定需求,,517.909
西气东输三线,潼关站,85.8001,40.3774,需求,定需求,,434.302
西气东输三线,安平站,123.4418,23.1806,联络,平衡,,115.458
中俄东线,黑河首站,99.1922,29.3726,气源,定流量,2504.746,-2504.746
中俄东线,哈尔滨站,103.9606,26.1844,需求,定需求,,220.799
中俄东线,长春站,111.462,33.648,需求,定需求,,190.418
中俄东线,沈阳站,124.4146,40.9203,需求,定需求,,594.409
中俄东线,宝坻站,120.3107,38.039,需求,定需求,,593.077
中俄东线,永清站,87.5129,33.5107,联络,平衡,,108.07
中俄东线,南通站,116.3639,44.8043,联络,平衡,,137.164
中俄东线,如皋站,106.3082,40.8266,需求,定需求,,564.528
中俄东线,海安站,121.3887,25.8904,需求,定需求,,471.963
中俄东线,上海站,110.3595,30.5042,需求,定需求,,397.417
冀宁线,靖边站,125.3362,28.1973,气源,定流量,1531.293,-1531.293
冀宁线,石家庄站,81.1041,29.2776,联络,平衡,,135.241
冀宁线,安平站,123.4418,23.1806,联络,平衡,,133.805
冀宁线,南京站,123.0787,32.2038,需求,定需求,,441.131
冀宁线,南通站,116.3639,44.8043,联络,平衡,,125.58
冀宁线,如皋站,106.3082,40.8266,需求,定需求,,550.854
冀宁线,海安站,121.3887,25.8904,需求,定需求,,515.255
川气东送,普光首站,76.2304,44.7768,气源,定流量,2373.55,-2373.55
川气东送,达州站,115.939,36.7411,需求,定需求,,317.039
川气东送,武汉站,118.2621,36.999,需求,定需求,,480.013
川气东送,湘潭站,120.4945,25.4056,需求,定需求,,483.785
川气东送,甪直站,120.4511,32.3072,联络,平衡,,111.21
川气东送,上海站,110.3595,30.5042,需求,定需求,,430.446
川气东送,上海白鹤末站,113.6944,31.8782,需求,定需求,,636.197
陕京二线,榆林站,82.8513,42.114,气源,定流量,1883.552,-1883.552
陕京二线,靖边站,125.3362,28.1973,气源,定流量,1513.79,-1513.79
陕京二线,石家庄站,81.1041,29.2776,联络,平衡,,134.444
陕京二线,永清站,87.5129,33.5107,联络,平衡,,124.299
陕京二线,宝坻站,120.3107,38.039,需求,定需求,,644.669
陕京二线,通州南站,116.3593,33.2408,需求,定需求,,320.403
陕京二线,阳曲压气站,116.3967,37.9201,需求,定需求,,350.736
