管道划分,站名,lon,lat,类型,控制类型,输入流量,计算流量
西气东输一线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5122.131,-5122.131
西气东输一线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,493.383
西气东输一线,昌吉站,86.3838,41.5389,需求,定需求,,434.432
西气东输一线,乌苏站,98.4254,31.0004,需求,定需求,,562.201
西气东输一线,精河站,100.9287,29.3551,需求,定需求,,450.601
西气东输一线,中卫站,116.9033,38.7701,需求,定需求,,415.524
西气东输一线,古浪站,102.2127,29.1211,需求,定需求,,464.786
西气东输一线,永昌站,110.258,38.5576,需求,定需求,,571.648
西气东输一线,靖边站,125.3362,28.1973,气源,定流量,1547.394,-1547.394
西气东输一线,石家庄站,81.1041,29.2776,联络,平衡,,108.917
西气东输一线,永清站,87.5129,33.5107,联络,平衡,,140.065
西气东输二线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5226.823,-5226.823
西气东输二线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,495.822
西气东输二线,昌吉站,86.3838,41.5389,需求,定需求,,426.149
西气东输二线,乌苏站,98.4254,31.0004,需求,定需求,,554.706
西气东输二线,精河站,100.9287,29.3551,需求,定需求,,444.389
西气东输二线,中卫站,116.9033,38.7701,需求,定需求,,393.951
西气东输二线,古浪站,102.2127,29.1211,需求,定需求,,476.4
西气东输二线,永昌站,110.258,38.5576,需求,定需求,,528.154
西气东输二线,临潼站,120.4907,39.0279,需求,定需求,,422.906
西气东输二线,高陵站,97.1688,27.7344,需求,定需求,,325.882
西气东输二线,华阴站,88.1492,42.2953,需求,定需求,,523.415
西气东输二线,潼关站,85.8001,40.3774,需求,定需求,,414.702
西气东输二线,榆林站,82.8513,42.114,气源,定流量,1827.857,-1827.857
西气东输二线,靖边站,125.3362,28.1973,气源,定流量,1526.089,-1526.089
西气东输二线,石家庄站,81.1041,29.2776,联络,平衡,,122.571
西气东输二线,永清站,87.5129,33.5107,联络,平衡,,145.103
西气东输二线,通州南站,116.3593,33.2408,需求,定需求,,333.391
西气东输三线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5015.854,-5015.854
西气东输三线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,490.674
西气东输三线,昌吉站,86.3838,41.5389,需求,定需求,,405.304
西气东输三线,乌苏站,98.4254,31.0004,需求,定需求,,545.354
西气东输三线,精河站,100.9287,29.3551,需求,定需求,,430.531
西气东输三线,中卫站,116.9033,38.7701,需求,定需求,,423.317
西气东输三线,古浪站,102.2127,29.1211,需求,定需求,,472.772
西气东输三线,永昌站,110.258,38.5576,需求,定需求,,515.938
西气东输三线,临潼站,120.4907,39.0279,需求,定需求,,445.795
西气东输三线,高陵站,97.1688,27.7344,需求,定需求,,317.169
西气东输三线,华阴站,88.1492,42.2953,需求,定需求,,506.898
西气东输三线,潼关站,85.8001,40.3774,需求,定需求,,421.521
西气东输三线,安平站,123.4418,23.1806,联络,平衡,,115.155
中俄东线,黑河首站,99.1922,29.3726,气源,定流量,2648.984,-2648.984
中俄东线,哈尔滨站,103.9606,26.1844,需求,定需求,,230.36
中俄东线,长春站,111.462,33.648,需求,定需求,,202.186
中俄东线,沈阳站,124.4146,40.9203,需求,定需求,,585.217
中俄东线,宝坻站,120.3107,38.039,需求,定需求,,631.17
中俄东线,永清站,87.5129,33.5107,联络,平衡,,111.627
中俄东线,南通站,116.3639,44.8043,联络,平衡,,124.207
中俄东线,如皋站,106.3082,40.8266,需求,定需求,,539.488
中俄东线,海安站,121.3887,25.8904,需求,定需求,,490.28
中俄东线,上海站,110.3595,30.5042,需求,定需求,,400.144
冀宁线,靖边站,125.3362,28.1973,气源,定流量,1554.445,-1554.445
冀宁线,石家庄站,81.1041,29.2776,联络,平衡,,102.296
冀宁线,安平站,123.4418,23.1806,联络,平衡,,114.423
冀宁线,南京站,123.0787,32.2038,需求,定需求,,457.138
冀宁线,南通站,116.3639,44.8043,联络,平衡,,104.247
冀宁线,如皋站,106.3082,40.8266,需求,定需求,,547.686
冀宁线,海安站,121.3887,25.8904,需求,定需求,,519.134
川气东送,普光首站,76.2304,44.7768,气源,定流量,2334.721,-2334.721
川气东送,达州站,115.939,36.7411,需求,定需求,,306.22
川气东送,武汉站,118.2621,36.999,需求,定需求,,483.19
川气东送,湘潭站,120.4945,25.4056,需求,定需求,,465.355
川气东送,甪直站,120.4511,32.3072,联络,平衡,,136.189
川气东送,上海站,110.3595,30.5042,需求,定需求,,433.941
川气东送,上海白鹤末站,113.6944,31.8782,需求,定需求,,602.877
陕京二线,榆林站,82.8513,42.114,气源,定流量,1959.997,-1959.997
陕京二线,靖边站,125.3362,28.1973,气源,定流量,1452.099,-1452.099
陕京二线,石家庄站,81.1041,29.2776,联络,平衡,,120.509
陕京二线,永清站,87.5129,33.5107,联络,平衡,,104.43
陕京二线,宝坻站,120.3107,38.039,需求,定需求,,646.768
陕京二线,通州南站,116.3593,33.2408,需求,定需求,,338.778
