管道划分,站名,lon,lat,类型,控制类型,输入流量,计算流量
西气东输一线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5345.116,-5345.116
西气东输一线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,532.85
西气东输一线,昌吉站,86.3838,41.5389,需求,定需求,,410.909
西气东输一线,乌苏站,98.4254,31.0004,需求,定需求,,529.764
西气东输一线,精河站,100.9287,29.3551,需求,定需求,,413.161
西气东输一线,中卫站,116.9033,38.7701,需求,定需求,,401.419
西气东输一线,古浪站,102.2127,29.1211,需求,定需求,,500.608
西气东输一线,永昌站,110.258,38.5576,需求,定需求,,538.557
西气东输一线,靖边站,125.3362,28.1973,气源,定流量,1534.561,-1534.561
西气东输一线,石家庄站,81.1041,29.2776,联络,平衡,,113.886
西气东输一线,永清站,87.5129,33.5107,联络,平衡,,131.924
西气东输二线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5265.81,-5265.81
西气东输二线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,527.194
西气东输二线,昌吉站,86.3838,41.5389,需求,定需求,,397.943
西气东输二线,乌苏站,98.4254,31.0004,需求,定需求,,524.055
西气东输二线,精河站,100.9287,29.3551,需求,定需求,,440.409
西气东输二线,中卫站,116.9033,38.7701,需求,定需求,,412.205
西气东输二线,古浪站,102.2127,29.1211,需求,定需求,,493.996
西气东输二线,永昌站,110.258,38.5576,需求,定需求,,570.333
西气东输二线,临潼站,120.4907,39.0279,需求,定需求,,448.437
西气东输二线,高陵站,97.1688,27.7344,需求,定需求,,331.639
西气东输二线,华阴站,88.1492,42.2953,需求,定需求,,475.25
西气东输二线,潼关站,85.8001,40.3774,需求,定需求,,416.764
西气东输二线,榆林站,82.8513,42.114,气源,定流量,1877.501,-1877.501
西气东输二线,靖边站,125.3362,28.1973,气源,定流量,1465.197,-1465.197
西气东输二线,石家庄站,81.1041,29.2776,联络,平衡,,99.178
西气东输二线,永清站,87.5129,33.5107,联络,平衡,,99.07
西气东输二线,通州南站,116.3593,33.2408,需求,定需求,,334.119
西气东输三线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5190.824,-5190.824
西气东输三线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,526.848
西气东输三线,昌吉站,86.3838,41.5389,需求,定需求,,400.26
西气东输三线,乌苏站,98.4254,31.0004,需求,定需求,,576.792
西气东输三线,精河站,100.9287,29.3551,需求,定需求,,446.034
西气东输三线,中卫站,116.9033,38.7701,需求,定需求,,432.125
西气东输三线,古浪站,102.2127,29.1211,需求,定需求,,494.969
西气东输三线,永昌站,110.258,38.5576,需求,定需求,,562.278
西气东输三线,临潼站,120.4907,39.0279,需求,定需求,,459.323
西气东输三线,高陵站,97.1688,27.7344,需求,定需求,,331.876
西气东输三线,华阴站,88.1492,42.2953,需求,定需求,,515.47
西气东输三线,潼关站,85.8001,40.3774,需求,定需求,,437.136
西气东输三线,安平站,123.4418,23.1806,联络,平衡,,120.294
中俄东线,黑河首站,99.1922,29.3726,气源,定流量,2664.705,-2664.705
中俄东线,哈尔滨站,103.9606,26.1844,需求,定需求,,218.821
中俄东线,长春站,111.462,33.648,需求,定需求,,207.286
中俄东线,沈阳站,124.4146,40.9203,需求,定需求,,596.946
中俄东线,宝坻站,120.3107,38.039,需求,定需求,,599.757
中俄东线,永清站,87.5129,33.5107,联络,平衡,,108.253
中俄东线,南通站,116.3639,44.8043,联络,平衡,,117.677
中俄东线,如皋站,106.3082,40.8266,需求,定需求,,535.199
中俄东线,海安站,121.3887,25.8904,需求,定需求,,494.101
中俄东线,上海站,110.3595,30.5042,需求,定需求,,398.712
冀宁线,靖边站,125.3362,28.1973,气源,定流量,1557.636,-1557.636
冀宁线,石家庄站,81.1041,29.2776,联络,平衡,,132.994
冀宁线,安平站,123.4418,23.1806,联络,平衡,,115.783
冀宁线,南京站,123.0787,32.2038,需求,定需求,,435.703
冀宁线,南通站,116.3639,44.8043,联络,平衡,,134.331
冀宁线,如皋站,106.3082,40.8266,需求,定需求,,560.827
冀宁线,海安站,121.3887,25.8904,需求,定需求,,480.985
川气东送,普光首站,76.2304,44.7768,气源,定流量,2271.57,-2271.57
川气东送,达州站,115.939,36.7411,需求,定需求,,311.005
川气东送,武汉站,118.2621,36.999,需求,定需求,,459.574
川气东送,湘潭站,120.4945,25.4056,需求,定需求,,463.118
川气东送,甪直站,120.4511,32.3072,联络,平衡,,91.622
川气东送,上海站,110.3595,30.5042,需求,定需求,,401.82
川气东送,上海白鹤末站,113.6944,31.8782,需求,定需求,,612.395
陕京二线,榆林站,82.8513,42.114,气源,定流量,1926.385,-1926.385
陕京二线,靖边站,125.3362,28.1973,气源,定流量,1523.365,-1523.365
陕京二线,石家庄站,81.1041,29.2776,联络,平衡,,146.884
陕京二线,永清站,87.5129,33.5107,联络,平衡,,126.37
陕京二线,宝坻站,120.3107,38.039,需求,定需求,,628.414
陕京二线,通州南站,116.3593,33.2408,需求,定需求,,344.598
陕京二线,阳曲压气站,116.3967,37.9201,需求,定需求,,382.878
