管道划分,站名,lon,lat,类型,控制类型,输入流量,计算流量
西气东输一线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5054.877,-5054.877
西气东输一线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,531.107
西气东输一线,昌吉站,86.3838,41.5389,需求,定需求,,441.564
西气东输一线,乌苏站,98.4254,31.0004,需求,定需求,,520.699
西气东输一线,精河站,100.9287,29.3551,需求,定需求,,438.11
西气东输一线,中卫站,116.9033,38.7701,需求,定需求,,398.387
西气东输一线,古浪站,102.2127,29.1211,需求,定需求,,482.236
西气东输一线,永昌站,110.258,38.5576,需求,定需求,,560.137
西气东输一线,靖边站,125.3362,28.1973,气源,定流量,1469.14,-1469.14
西气东输一线,石家庄站,81.1041,29.2776,联络,平衡,,103.029
西气东输一线,永清站,87.5129,33.5107,联络,平衡,,101.966
西气东输二线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5076.491,-5076.491
西气东输二线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,544.482
西气东输二线,昌吉站,86.3838,41.5389,需求,定需求,,420.556
西气东输二线,乌苏站,98.4254,31.0004,需求,定需求,,577.634
西气东输二线,精河站,100.9287,29.3551,需求,定需求,,432.126
西气东输二线,中卫站,116.9033,38.7701,需求,定需求,,402.563
西气东输二线,古浪站,102.2127,29.1211,需求,定需求,,477.66
西气东输二线,永昌站,110.258,38.5576,需求,定需求,,548.137
西气东输二线,临潼站,120.4907,39.0279,需求,定需求,,461.95
西气东输二线,高陵站,97.1688,27.7344,需求,定需求,,322.147
西气东输二线,华阴站,88.1492,42.2953,需求,定需求,,471.683
西气东输二线,潼关站,85.8001,40.3774,需求,定需求,,435.77
西气东输二线,榆林站,82.8513,42.114,气源,定流量,1942.077,-1942.077
西气东输二线,靖边站,125.3362,28.1973,气源,定流量,1445.194,-1445.194
西气东输二线,石家庄站,81.1041,29.2776,联络,平衡,,96.625
西气东输二线,永清站,87.5129,33.5107,联络,平衡,,123.061
西气东输二线,通州南站,116.3593,33.2408,需求,定需求,,344.936
西气东输三线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5063.029,-5063.029
西气东输三线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,529.004
西气东输三线,昌吉站,86.3838,41.5389,需求,定需求,,438.453
西气东输三线,乌苏站,98.4254,31.0004,需求,定需求,,529.105
西气东输三线,精河站,100.9287,29.3551,需求,定需求,,415.819
西气东输三线,中卫站,116.9033,38.7701,需求,定需求,,409.548
西气东输三线,古浪站,102.2127,29.1211,需求,定需求,,494.161
西气东输三线,永昌站,110.258,38.5576,需求,定需求,,549.659
西气东输三线,临潼站,120.4907,39.0279,需求,定需求,,437.746
西气东输三线,高陵站,97.1688,27.7344,需求,定需求,,313.01
西气东输三线,华阴站,88.1492,42.2953,需求,定需求,,504.225
西气东输三线,潼关站,85.8001,40.3774,需求,定需求,,402.299
西气东输三线,安平站,123.4418,23.1806,联络,平衡,,129.397
中俄东线,黑河首站,99.1922,29.3726,气源,定流量,2682.997,-2682.997
中俄东线,哈尔滨站,103.9606,26.1844,需求,定需求,,222.514
中俄东线,长春站,111.462,33.648,需求,定需求,,207.494
中俄东线,沈阳站,124.4146,40.9203,需求,定需求,,567.484
中俄东线,宝坻站,120.3107,38.039,需求,定需求,,611.962
中俄东线,永清站,87.5129,33.5107,联络,平衡,,146.681
中俄东线,南通站,116.3639,44.8043,联络,平衡,,96.162
中俄东线,如皋站,106.3082,40.8266,需求,定需求,,566.921
中俄东线,海安站,121.3887,25.8904,需求,定需求,,497.698
中俄东线,上海站,110.3595,30.5042,需求,定需求,,429.766
冀宁线,靖边站,125.3362,28.1973,气源,定流量,1547.374,-1547.374
冀宁线,石家庄站,81.1041,29.2776,联络,平衡,,95.912
冀宁线,安平站,123.4418,23.1806,联络,平衡,,147.217
冀宁线,南京站,123.0787,32.2038,需求,定需求,,446.251
冀宁线,南通站,116.3639,44.8043,联络,平衡,,91.602
冀宁线,如皋站,106.3082,40.8266,需求,定需求,,557.465
冀宁线,海安站,121.3887,25.8904,需求,定需求,,507.012
川气东送,普光首站,76.2304,44.7768,气源,定流量,2274.792,-2274.792
川气东送,达州站,115.939,36.7411,需求,定需求,,331.968
川气东送,武汉站,118.2621,36.999,需求,定需求,,475.261
川气东送,湘潭站,120.4945,25.4056,需求,定需求,,500.753
川气东送,甪直站,120.4511,32.3072,联络,平衡,,149.196
川气东送,上海站,110.3595,30.5042,需求,定需求,,407.731
川气东送,上海白鹤末站,113.6944,31.8782,需求,定需求,,647.239
陕京二线,榆林站,82.8513,42.114,气源,定流量,1940.224,-1940.224
陕京二线,靖边站,125.3362,28.1973,气源,定流量,1524.3,-1524.3
陕京二线,石家庄站,81.1041,29.2776,联络,平衡,,99.742
陕京二线,永清站,87.5129,33.5107,联络,平衡,,93.896
陕京二线,宝坻站,120.3107,38.039,需求,定需求,,587.486
陕京二线,通州南站,116.3593,33.2408,需求,定需求,,326.772
陕京二线,阳曲压气站,116.3967,37.9201,需求,定需求,,363.807
