管道划分,站名,lon,lat,类型,控制类型,输入流量,计算流量
西气东输一线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5266.453,-5266.453
西气东输一线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,488.984
西气东输一线,昌吉站,86.3838,41.5389,需求,定需求,,429.221
西气东输一线,乌苏站,98.4254,31.0004,需求,定需求,,527.996
西气东输一线,精河站,100.9287,29.3551,需求,定需求,,435.293
西气东输一线,中卫站,116.9033,38.7701,需求,定需求,,421.7
西气东输一线,古浪站,102.2127,29.1211,需求,定需求,,491.491
西气东输一线,永昌站,110.258,38.5576,需求,定需求,,515.45
西气东输一线,靖边站,125.3362,28.1973,气源,定流量,1518.216,-1518.216
西气东输一线,石家庄站,81.1041,29.2776,联络,平衡,,94.998
西气东输一线,永清站,87.5129,33.5107,联络,平衡,,142.639
西气东输二线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5207.064,-5207.064
西气东输二线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,522.435
西气东输二线,昌吉站,86.3838,41.5389,需求,定需求,,409.039
西气东输二线,乌苏站,98.4254,31.0004,需求,定需求,,573.162
西气东输二线,精河站,100.9287,29.3551,需求,定需求,,436.186
西气东输二线,中卫站,116.9033,38.7701,需求,定需求,,398.474
西气东输二线,古浪站,102.2127,29.1211,需求,定需求,,488.419
西气东输二线,永昌站,110.258,38.5576,需求,定需求,,567.488
西气东输二线,临潼站,120.4907,39.0279,需求,定需求,,460.789
西气东输二线,高陵站,97.1688,27.7344,需求,定需求,,323.948
西气东输二线,华阴站,88.1492,42.2953,需求,定需求,,496.498
西气东输二线,潼关站,85.8001,40.3774,需求,定需求,,403.218
西气东输二线,榆林站,82.8513,42.114,气源,定流量,1929.56,-1929.56
西气东输二线,靖边站,125.3362,28.1973,气源,定流量,1475.822,-1475.822
西气东输二线,石家庄站,81.1041,29.2776,联络,平衡,,113.614
西气东输二线,永清站,87.5129,33.5107,联络,平衡,,127.877
西气东输二线,通州南站,116.3593,33.2408,需求,定需求,,324.036
西气东输三线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5043.934,-5043.934
西气东输三线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,503.705
西气东输三线,昌吉站,86.3838,41.5389,需求,定需求,,428.082
西气东输三线,乌苏站,98.4254,31.0004,需求,定需求,,556.197
西气东输三线,精河站,100.9287,29.3551,需求,定需求,,435.437
西气东输三线,中卫站,116.9033,38.7701,需求,定需求,,392.043
西气东输三线,古浪站,102.2127,29.1211,需求,定需求,,482.213
西气东输三线,永昌站,110.258,38.5576,需求,定需求,,527.747
西气东输三线,临潼站,120.4907,39.0279,需求,定需求,,467.082
西气东输三线,高陵站,97.1688,27.7344,需求,定需求,,320.791
西气东输三线,华阴站,88.1492,42.2953,需求,定需求,,470.599
西气东输三线,潼关站,85.8001,40.3774,需求,定需求,,423.185
西气东输三线,安平站,123.4418,23.1806,联络,平衡,,141.759
中俄东线,黑河首站,99.1922,29.3726,气源,定流量,2561.646,-2561.646
中俄东线,哈尔滨站,103.9606,26.1844,需求,定需求,,222.727
中俄东线,长春站,111.462,33.648,需求,定需求,,191.927
中俄东线,沈阳站,124.4146,40.9203,需求,定需求,,565.857
中俄东线,宝坻站,120.3107,38.039,需求,定需求,,611.566
中俄东线,永清站,87.5129,33.5107,联络,平衡,,97.351
中俄东线,南通站,116.3639,44.8043,联络,平衡,,99.716
中俄东线,如皋站,106.3082,40.8266,需求,定需求,,558.905
中俄东线,海安站,121.3887,25.8904,需求,定需求,,474.116
中俄东线,上海站,110.3595,30.5042,需求,定需求,,399.702
冀宁线,靖边站,125.3362,28.1973,气源,定流量,1446.526,-1446.526
冀宁线,石家庄站,81.1041,29.2776,联络,平衡,,129.691
冀宁线,安平站,123.4418,23.1806,联络,平衡,,114.982
冀宁线,南京站,123.0787,32.2038,需求,定需求,,478.272
冀宁线,南通站,116.3639,44.8043,联络,平衡,,149.969
冀宁线,如皋站,106.3082,40.8266,需求,定需求,,542.883
冀宁线,海安站,121.3887,25.8904,需求,定需求,,491.495
川气东送,普光首站,76.2304,44.7768,气源,定流量,2261.158,-2261.158
川气东送,达州站,115.939,36.7411,需求,定需求,,310.606
川气东送,武汉站,118.2621,36.999,需求,定需求,,459.565
川气东送,湘潭站,120.4945,25.4056,需求,定需求,,465.872
川气东送,甪直站,120.4511,32.3072,联络,平衡,,97.232
川气东送,上海站,110.3595,30.5042,需求,定需求,,425.133
川气东送,上海白鹤末站,113.6944,31.8782,需求,定需求,,589.388
陕京二线,榆林站,82.8513,42.114,气源,定流量,1827.682,-1827.682
陕京二线,靖边站,125.3362,28.1973,气源,定流量,1461.752,-1461.752
陕京二线,石家庄站,81.1041,29.2776,联络,平衡,,130.659
陕京二线,永清站,87.5129,33.5107,联络,平衡,,111.814
陕京二线,宝坻站,120.3107,38.039,需求,定需求,,644.081
陕京二线,通州南站,116.3593,33.2408,需求,定需求,,344.129
陕京二线,阳曲压气站,116.3967,37.9201,需求,定需求,,344.781
