管道划分,站名,lon,lat,类型,控制类型,输入流量,计算流量
西气东输一线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5307.806,-5307.806
西气东输一线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,488.722
西气东输一线,昌吉站,86.3838,41.5389,需求,定需求,,404.54
西气东输一线,乌苏站,98.4254,31.0004,需求,定需求,,558.869
西气东输一线,精河站,100.9287,29.3551,需求,定需求,,426.945
西气东输一线,中卫站,116.9033,38.7701,需求,定需求,,437.253
西气东输一线,古浪站,102.2127,29.1211,需求,定需求,,466.185
西气东输一线,永昌站,110.258,38.5576,需求,定需求,,520.722
西气东输一线,靖边站,125.3362,28.1973,气源,定流量,1544.372,-1544.372
西气东输一线,石家庄站,81.1041,29.2776,联络,平衡,,103.948
西气东输一线,永清站,87.5129,33.5107,联络,平衡,,103.552
西气东输二线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5269.416,-5269.416
西气东输二线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,501.099
西气东输二线,昌吉站,86.3838,41.5389,需求,定需求,,398.563
西气东输二线,乌苏站,98.4254,31.0004,需求,定需求,,534.105
西气东输二线,精河站,100.9287,29.3551,需求,定需求,,417.436
西气东输二线,中卫站,116.9033,38.7701,需求,定需求,,429.145
西气东输二线,古浪站,102.2127,29.1211,需求,定需求,,491.114
西气东输二线,永昌站,110.258,38.5576,需求,定需求,,569.742
西气东输二线,临潼站,120.4907,39.0279,需求,定需求,,424.815
西气东输二线,高陵站,97.1688,27.7344,需求,定需求,,303.292
西气东输二线,华阴站,88.1492,42.2953,需求,定需求,,476.944
西气东输二线,潼关站,85.8001,40.3774,需求,定需求,,400.061
西气东输二线,榆林站,82.8513,42.114,气源,定流量,1972.911,-1972.911
西气东输二线,靖边站,125.3362,28.1973,气源,定流量,1547.633,-1547.633
西气东输二线,石家庄站,81.1041,29.2776,联络,平衡,,122.255
西气东输二线,永清站,87.5129,33.5107,联络,平衡,,147.956
西气东输二线,通州南站,116.3593,33.2408,需求,定需求,,337.928
西气东输三线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5021.813,-5021.813
西气东输三线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,516.079
西气东输三线,昌吉站,86.3838,41.5389,需求,定需求,,419.015
西气东输三线,乌苏站,98.4254,31.0004,需求,定需求,,534.724
西气东输三线,精河站,100.9287,29.3551,需求,定需求,,417.785
西气东输三线,中卫站,116.9033,38.7701,需求,定需求,,410.725
西气东输三线,古浪站,102.2127,29.1211,需求,定需求,,461.457
西气东输三线,永昌站,110.258,38.5576,需求,定需求,,516.571
西气东输三线,临潼站,120.4907,39.0279,需求,定需求,,467.729
西气东输三线,高陵站,97.1688,27.7344,需求,定需求,,309.917
西气东输三线,华阴站,88.1492,42.2953,需求,定需求,,472.606
西气东输三线,潼关站,85.8001,40.3774,需求,定需求,,439.218
西气东输三线,安平站,123.4418,23.1806,联络,平衡,,135.462
中俄东线,黑河首站,99.1922,29.3726,气源,定流量,2545.875,-2545.875
中俄东线,哈尔滨站,103.9606,26.1844,需求,定需求,,224.385
中俄东线,长春站,111.462,33.648,需求,定需求,,190.892
中俄东线,沈阳站,124.4146,40.9203,需求,定需求,,610.906
中俄东线,宝坻站,120.3107,38.039,需求,定需求,,634.952
中俄东线,永清站,87.5129,33.5107,联络,平衡,,149.869
中俄东线,南通站,116.3639,44.8043,联络,平衡,,121.123
中俄东线,如皋站,106.3082,40.8266,需求,定需求,,575.73
中俄东线,海安站,121.3887,25.8904,需求,定需求,,481.456
中俄东线,上海站,110.3595,30.5042,需求,定需求,,418.174
冀宁线,靖边站,125.3362,28.1973,气源,定流量,1478.683,-1478.683
冀宁线,石家庄站,81.1041,29.2776,联络,平衡,,96.556
冀宁线,安平站,123.4418,23.1806,联络,平衡,,92.517
冀宁线,南京站,123.0787,32.2038,需求,定需求,,440.524
冀宁线,南通站,116.3639,44.8043,联络,平衡,,103.28
冀宁线,如皋站,106.3082,40.8266,需求,定需求,,527.278
冀宁线,海安站,121.3887,25.8904,需求,定需求,,526.075
川气东送,普光首站,76.2304,44.7768,气源,定流量,2312.525,-2312.525
川气东送,达州站,115.939,36.7411,需求,定需求,,339.129
川气东送,武汉站,118.2621,36.999,需求,定需求,,496.857
川气东送,湘潭站,120.4945,25.4056,需求,定需求,,460.962
川气东送,甪直站,120.4511,32.3072,联络,平衡,,144.044
川气东送,上海站,110.3595,30.5042,需求,定需求,,419.347
川气东送,上海白鹤末站,113.6944,31.8782,需求,定需求,,583.954
陕京二线,榆林站,82.8513,42.114,气源,定流量,1950.838,-1950.838
陕京二线,靖边站,125.3362,28.1973,气源,定流量,1461.477,-1461.477
陕京二线,石家庄站,81.1041,29.2776,联络,平衡,,136.306
陕京二线,永清站,87.5129,33.5107,联络,平衡,,149.969
陕京二线,宝坻站,120.3107,38.039,需求,定需求,,645.505
陕京二线,通州南站,116.3593,33.2408,需求,定需求,,340.607
陕京二线,阳曲压气站,116.3967,37.9201,需求,定需求,,344.473
