管道划分,站名,lon,lat,类型,控制类型,输入流量,计算流量
西气东输一线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5138.596,-5138.596
西气东输一线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,492.959
西气东输一线,昌吉站,86.3838,41.5389,需求,定需求,,412.288
西气东输一线,乌苏站,98.4254,31.0004,需求,定需求,,548.224
西气东输一线,精河站,100.9287,29.3551,需求,定需求,,436.19
西气东输一线,中卫站,116.9033,38.7701,需求,定需求,,427.153
西气东输一线,古浪站,102.2127,29.1211,需求,定需求,,495.633
西气东输一线,永昌站,110.258,38.5576,需求,定需求,,548.28
西气东输一线,靖边站,125.3362,28.1973,气源,定流量,1487.642,-1487.642
西气东输一线,石家庄站,81.1041,29.2776,联络,平衡,,142.643
西气东输一线,永清站,87.5129,33.5107,联络,平衡,,136.923
西气东输二线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5356.035,-5356.035
西气东输二线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,534.92
西气东输二线,昌吉站,86.3838,41.5389,需求,定需求,,424.867
西气东输二线,乌苏站,98.4254,31.0004,需求,定需求,,519.201
西气东输二线,精河站,100.9287,29.3551,需求,定需求,,451.231
西气东输二线,中卫站,116.9033,38.7701,需求,定需求,,412.197
西气东输二线,古浪站,102.2127,29.1211,需求,定需求,,506.0
西气东输二线,永昌站,110.258,38.5576,需求,定需求,,537.81
西气东输二线,临潼站,120.4907,39.0279,需求,定需求,,420.362
西气东输二线,高陵站,97.1688,27.7344,需求,定需求,,298.836
西气东输二线,华阴站,88.1492,42.2953,需求,定需求,,501.73
西气东输二线,潼关站,85.8001,40.3774,需求,定需求,,419.149
西气东输二线,榆林站,82.8513,42.114,气源,定流量,1865.661,-1865.661
西气东输二线,靖边站,125.3362,28.1973,气源,定流量,1531.283,-1531.283
西气东输二线,石家庄站,81.1041,29.2776,联络,平衡,,135.187
西气东输二线,永清站,87.5129,33.5107,联络,平衡,,136.803
西气东输二线,通州南站,116.3593,33.2408,需求,定需求,,340.093
西气东输三线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5074.338,-5074.338
西气东输三线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,534.413
西气东输三线,昌吉站,86.3838,41.5389,需求,定需求,,437.718
西气东输三线,乌苏站,98.4254,31.0004,需求,定需求,,517.472
西气东输三线,精河站,100.9287,29.3551,需求,定需求,,443.943
西气东输三线,中卫站,116.9033,38.7701,需求,定需求,,392.083
西气东输三线,古浪站,102.2127,29.1211,需求,定需求,,456.77
西气东输三线,永昌站,110.258,38.5576,需求,定需求,,552.727
西气东输三线,临潼站,120.4907,39.0279,需求,定需求,,467.533
西气东输三线,高陵站,97.1688,27.7344,需求,定需求,,329.792
西气东输三线,华阴站,88.1492,42.2953,需求,定需求,,515.11
西气东输三线,潼关站,85.8001,40.3774,需求,定需求,,436.988
西气东输三线,安平站,123.4418,23.1806,联络,平衡,,117.606
中俄东线,黑河首站,99.1922,29.3726,气源,定流量,2635.838,-2635.838
中俄东线,哈尔滨站,103.9606,26.1844,需求,定需求,,239.075
中俄东线,长春站,111.462,33.648,需求,定需求,,202.094
中俄东线,沈阳站,124.4146,40.9203,需求,定需求,,562.189
中俄东线,宝坻站,120.3107,38.039,需求,定需求,,640.594
中俄东线,永清站,87.5129,33.5107,联络,平衡,,95.308
中俄东线,南通站,116.3639,44.8043,联络,平衡,,110.768
中俄东线,如皋站,106.3082,40.8266,需求,定需求,,569.974
中俄东线,海安站,121.3887,25.8904,需求,定需求,,511.429
中俄东线,上海站,110.3595,30.5042,需求,定需求,,408.314
冀宁线,靖边站,125.3362,28.1973,气源,定流量,1449.106,-1449.106
冀宁线,石家庄站,81.1041,29.2776,联络,平衡,,147.177
冀宁线,安平站,123.4418,23.1806,联络,平衡,,107.871
冀宁线,南京站,123.0787,32.2038,需求,定需求,,458.918
冀宁线,南通站,116.3639,44.8043,联络,平衡,,100.355
冀宁线,如皋站,106.3082,40.8266,需求,定需求,,575.26
冀宁线,海安站,121.3887,25.8904,需求,定需求,,478.497
川气东送,普光首站,76.2304,44.7768,气源,定流量,2339.645,-2339.645
川气东送,达州站,115.939,36.7411,需求,定需求,,330.275
川气东送,武汉站,118.2621,36.999,需求,定需求,,461.266
川气东送,湘潭站,120.4945,25.4056,需求,定需求,,501.248
川气东送,甪直站,120.4511,32.3072,联络,平衡,,110.588
川气东送,上海站,110.3595,30.5042,需求,定需求,,438.801
川气东送,上海白鹤末站,113.6944,31.8782,需求,定需求,,597.437
陕京二线,榆林站,82.8513,42.114,气源,定流量,1946.355,-1946.355
陕京二线,靖边站,125.3362,28.1973,气源,定流量,1464.702,-1464.702
陕京二线,石家庄站,81.1041,29.2776,联络,平衡,,94.21
陕京二线,永清站,87.5129,33.5107,联络,平衡,,121.129
陕京二线,宝坻站,120.3107,38.039,需求,定需求,,618.076
陕京二线,通州南站,116.3593,33.2408,需求,定需求,,318.938
陕京二线,阳曲压气站,116.3967,37.9201,需求,定需求,,374.304
