管道划分,站名,lon,lat,类型,控制类型,输入流量,计算流量
西气东输一线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5394.715,-5394.715
西气东输一线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,520.188
西气东输一线,昌吉站,86.3838,41.5389,需求,定需求,,419.299
西气东输一线,乌苏站,98.4254,31.0004,需求,定需求,,549.853
西气东输一线,精河站,100.9287,29.3551,需求,定需求,,414.256
西气东输一线,中卫站,116.9033,38.7701,需求,定需求,,416.063
西气东输一线,古浪站,102.2127,29.1211,需求,定需求,,462.559
西气东输一线,永昌站,110.258,38.5576,需求,定需求,,559.439
西气东输一线,靖边站,125.3362,28.1973,气源,定流量,1500.663,-1500.663
西气东输一线,石家庄站,81.1041,29.2776,联络,平衡,,114.401
西气东输一线,永清站,87.5129,33.5107,联络,平衡,,140.328
西气东输二线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5052.371,-5052.371
西气东输二线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,550.001
西气东输二线,昌吉站,86.3838,41.5389,需求,定需求,,410.881
西气东输二线,乌苏站,98.4254,31.0004,需求,定需求,,580.211
西气东输二线,精河站,100.9287,29.3551,需求,定需求,,419.491
西气东输二线,中卫站,116.9033,38.7701,需求,定需求,,419.912
西气东输二线,古浪站,102.2127,29.1211,需求,定需求,,489.294
西气东输二线,永昌站,110.258,38.5576,需求,定需求,,567.462
西气东输二线,临潼站,120.4907,39.0279,需求,定需求,,450.388
西气东输二线,高陵站,97.1688,27.7344,需求,定需求,,307.115
西气东输二线,华阴站,88.1492,42.2953,需求,定需求,,514.123
西气东输二线,潼关站,85.8001,40.3774,需求,定需求,,407.179
西气东输二线,榆林站,82.8513,42.114,气源,定流量,1895.864,-1895.864
西气东输二线,靖边站,125.3362,28.1973,气源,定流量,1458.527,-1458.527
西气东输二线,石家庄站,81.1041,29.2776,联络,平衡,,115.033
西气东输二线,永清站,87.5129,33.5107,联络,平衡,,117.389
西气东输二线,通州南站,116.3593,33.2408,需求,定需求,,314.372
西气东输三线,霍尔果斯首站,76.1556,27.0482,气源,定流量,5112.291,-5112.291
西气东输三线,乌鲁木齐站,114.3902,34.4775,需求,定需求,,535.712
西气东输三线,昌吉站,86.3838,41.5389,需求,定需求,,439.366
西气东输三线,乌苏站,98.4254,31.0004,需求,定需求,,581.388
西气东输三线,精河站,100.9287,29.3551,需求,定需求,,434.513
西气东输三线,中卫站,116.9033,38.7701,需求,定需求,,416.043
西气东输三线,古浪站,102.2127,29.1211,需求,定需求,,499.485
西气东输三线,永昌站,110.258,38.5576,需求,定需求,,563.631
西气东输三线,临潼站,120.4907,39.0279,需求,定需求,,452.77
西气东输三线,高陵站,97.1688,27.7344,需求,定需求,,318.274
西气东输三线,华阴站,88.1492,42.2953,需求,定需求,,493.786
西气东输三线,潼关站,85.8001,40.3774,需求,定需求,,428.749
西气东输三线,安平站,123.4418,23.1806,联络,平衡,,105.251
中俄东线,黑河首站,99.1922,29.3726,气源,定流量,2578.359,-2578.359
中俄东线,哈尔滨站,103.9606,26.1844,需求,定需求,,228.947
中俄东线,长春站,111.462,33.648,需求,定需求,,196.422
中俄东线,沈阳站,124.4146,40.9203,需求,定需求,,617.662
中俄东线,宝坻站,120.3107,38.039,需求,定需求,,593.5
中俄东线,永清站,87.5129,33.5107,联络,平衡,,108.974
中俄东线,南通站,116.3639,44.8043,联络,平衡,,90.181
中俄东线,如皋站,106.3082,40.8266,需求,定需求,,544.162
中俄东线,海安站,121.3887,25.8904,需求,定需求,,504.163
中俄东线,上海站,110.3595,30.5042,需求,定需求,,417.065
冀宁线,靖边站,125.3362,28.1973,气源,定流量,1450.866,-1450.866
冀宁线,石家庄站,81.1041,29.2776,联络,平衡,,112.713
冀宁线,安平站,123.4418,23.1806,联络,平衡,,110.573
冀宁线,南京站,123.0787,32.2038,需求,定需求,,471.528
冀宁线,南通站,116.3639,44.8043,联络,平衡,,148.062
冀宁线,如皋站,106.3082,40.8266,需求,定需求,,564.172
冀宁线,海安站,121.3887,25.8904,需求,定需求,,473.759
川气东送,普光首站,76.2304,44.7768,气源,定流量,2266.641,-2266.641
川气东送,达州站,115.939,36.7411,需求,定需求,,307.039
川气东送,武汉站,118.2621,36.999,需求,定需求,,485.104
川气东送,湘潭站,120.4945,25.4056,需求,定需求,,455.564
川气东送,甪直站,120.4511,32.3072,联络,平衡,,137.67
川气东送,上海站,110.3595,30.5042,需求,定需求,,434.741
川气东送,上海白鹤末站,113.6944,31.8782,需求,定需求,,625.75
陕京二线,榆林站,82.8513,42.114,气源,定流量,1953.662,-1953.662
陕京二线,靖边站,125.3362,28.1973,气源,定流量,1468.869,-1468.869
陕京二线,石家庄站,81.1041,29.2776,联络,平衡,,139.086
陕京二线,永清站,87.5129,33.5107,联络,平衡,,134.707
陕京二线,宝坻站,120.3107,38.039,需求,定需求,,649.829
陕京二线,通州南站,116.3593,33.2408,需求,定需求,,341.932
