TIME,H_001_v000,H_002_v000
2025-01-01 00:01:00,1.041009,1.043091
2025-01-01 00:02:00,1.04101,1.0430944
2025-01-01 00:03:00,1.0410111,1.0430976
2025-01-01 00:04:00,1.0410122,1.043101
2025-01-01 00:05:00,1.0410135,1.0431044
2025-01-01 00:06:00,1.0410147,1.0431079
2025-01-01 00:07:00,1.041016,1.0431113
2025-01-01 00:08:00,1.0410174,1.0431149
2025-01-01 00:09:00,1.0410188,1.0431186
2025-01-01 00:10:00,1.0410204,1.0431222
2025-01-01 00:11:00,1.041022,1.043126
2025-01-01 00:12:00,1.0410235,1.0431297
2025-01-01 00:13:00,1.0410252,1.0431336
2025-01-01 00:14:00,1.0410268,1.0431374
2025-01-01 00:15:00,1.0410286,1.0431414
2025-01-01 00:16:00,1.0410305,1.0431454
2025-01-01 00:17:00,1.0410324,1.0431495
2025-01-01 00:18:00,1.0410343,1.0431536
2025-01-01 00:19:00,1.0410364,1.0431578
2025-01-01 00:20:00,1.0410384,1.043162
2025-01-01 00:21:00,1.0410405,1.0431663
2025-01-01 00:22:00,1.0410427,1.0431706
2025-01-01 00:23:00,1.041045,1.043175
2025-01-01 00:24:00,1.0410472,1.0431794
2025-01-01 00:25:00,1.0410496,1.0431839
2025-01-01 00:26:00,1.041052,1.0431885
2025-01-01 00:27:00,1.0410544,1.043193
2025-01-01 00:28:00,1.0410569,1.0431978
2025-01-01 00:29:00,1.0410595,1.0432024
2025-01-01 00:30:00,1.0411351,1.0424296
2025-01-01 00:31:00,1.0412078,1.0416878
2025-01-01 00:32:00,1.0412778,1.040976
2025-01-01 00:33:00,1.0413452,1.040293
2025-01-01 00:34:00,1.0414101,1.0396374
2025-01-01 00:35:00,1.0414724,1.0390084
2025-01-01 00:36:00,1.0415325,1.0384048
2025-01-01 00:37:00,1.0415903,1.0378256
2025-01-01 00:38:00,1.0416461,1.0372697
2025-01-01 00:39:00,1.0416998,1.0367364
2025-01-01 00:40:00,1.0417515,1.0362247
2025-01-01 00:41:00,1.0418013,1.0357337
2025-01-01 00:42:00,1.0418494,1.0352627
2025-01-01 00:43:00,1.0418956,1.0348107
2025-01-01 00:44:00,1.0419402,1.0343771
2025-01-01 00:45:00,1.0419832,1.033961
2025-01-01 00:46:00,1.0420249,1.033562
2025-01-01 00:47:00,1.0420649,1.033179
2025-01-01 00:48:00,1.0421035,1.0328118
2025-01-01 00:49:00,1.0421408,1.0324596
2025-01-01 00:50:00,1.042177,1.0321217
2025-01-01 00:51:00,1.0422117,1.0317976
2025-01-01 00:52:00,1.0422453,1.0314867
2025-01-01 00:53:00,1.0422777,1.0311886
2025-01-01 00:54:00,1.042309,1.0309027
2025-01-01 00:55:00,1.0423394,1.0306284
2025-01-01 00:56:00,1.0423688,1.0303656
2025-01-01 00:57:00,1.0423971,1.0301133
2025-01-01 00:58:00,1.0424246,1.0298717
2025-01-01 00:59:00,1.042451,1.0296398
2025-01-01 01:00:00,1.0430298,1.0299062
2025-01-01 01:01:00,1.0435857,1.0301621
2025-01-01 01:02:00,1.0441194,1.0304081
2025-01-01 01:03:00,1.0446321,1.0306448
2025-01-01 01:04:00,1.0451244,1.0308721
2025-01-01 01:05:00,1.0455974,1.0310906
2025-01-01 01:06:00,1.0460516,1.0313008
2025-01-01 01:07:00,1.0464879,1.0315028
2025-01-01 01:08:00,1.0469071,1.0316972
2025-01-01 01:09:00,1.0473096,1.0318841
