TIME,R_001_v000,R_004_v000,R_005_v000,R_006_v000,R_007_v000,R_008_v000,R_010_v000
2025-01-01 00:01:00,0.9021293,0.9046345,0.9071214,0.895576,0.89798516,0.90033704,0.90262157
2025-01-01 00:02:00,0.9021424,0.9046473,0.9071336,0.89558715,0.897995,0.90034527,0.90262794
2025-01-01 00:03:00,0.90215546,0.90466005,0.9071457,0.89559823,0.8980048,0.90035343,0.9026342
2025-01-01 00:04:00,0.9021686,0.90467286,0.90715784,0.8956093,0.8980145,0.90036154,0.90264046
2025-01-01 00:05:00,0.9021816,0.9046856,0.9071699,0.89562035,0.8980242,0.9003696,0.90264666
2025-01-01 00:06:00,0.90219474,0.90469843,0.907182,0.8956314,0.89803386,0.90037763,0.9026528
2025-01-01 00:07:00,0.9022078,0.9047111,0.907194,0.89564234,0.89804345,0.90038556,0.90265894
2025-01-01 00:08:00,0.9022209,0.9047238,0.907206,0.8956533,0.89805305,0.9003935,0.90266496
2025-01-01 00:09:00,0.90223396,0.9047366,0.907218,0.8956643,0.8980626,0.90040135,0.902671
2025-01-01 00:10:00,0.902247,0.9047493,0.90722996,0.8956751,0.89807206,0.9004092,0.9026769
2025-01-01 00:11:00,0.90226007,0.9047619,0.9072419,0.895686,0.89808154,0.90041703,0.9026828
2025-01-01 00:12:00,0.9022731,0.90477467,0.90725386,0.8956968,0.89809096,0.9004247,0.9026886
2025-01-01 00:13:00,0.9022862,0.9047873,0.9072657,0.8957076,0.8981003,0.9004324,0.9026944
2025-01-01 00:14:00,0.9022992,0.9047999,0.9072776,0.89571834,0.8981097,0.9004401,0.9027002
2025-01-01 00:15:00,0.9023123,0.9048126,0.90728945,0.8957291,0.898119,0.90044767,0.90270585
2025-01-01 00:16:00,0.90232533,0.90482515,0.90730125,0.8957398,0.8981282,0.90045524,0.9027115
2025-01-01 00:17:00,0.9023383,0.9048377,0.90731305,0.89575046,0.89813745,0.90046275,0.90271705
2025-01-01 00:18:00,0.9023513,0.90485036,0.90732485,0.8957611,0.8981466,0.9004702,0.9027226
