TIME,B_001_v000,B_001_v001,B_015_v000,B_015_v001,B_120_v000,B_120_v001,B_198_v000,B_198_v001,B_233_v000,B_233_v001,B_273_v000,B_273_v001,B_286_v000,B_286_v001,B_302_v000,B_302_v001,B_317_v000,B_317_v001,B_329_v000,B_329_v001,B_341_v000,B_341_v001
2025-01-01 00:01:00,0.7984897,0.9001706,0.80178905,0.90335584,0.8048835,0.9063857,0.7938768,0.8953715,0.79688424,0.89842916,0.80001944,0.90166676,0.8033813,0.89117146,0.79304314,0.895,0.7970434,0.899172,0.8013822,0.9036678,0.79202074,0.89443064
2025-01-01 00:02:00,0.79848236,0.90016156,0.8017785,0.9033441,0.80487096,0.9063727,0.7938638,0.8953587,0.7968721,0.898418,0.8000096,0.90165854,0.803375,0.8911671,0.79304093,0.89500004,0.79704565,0.8991764,0.8013886,0.9036761,0.7920306,0.89444184
2025-01-01 00:03:00,0.79847497,0.90015244,0.80176795,0.90333235,0.80485845,0.90635973,0.79385066,0.8953459,0.7968599,0.8984069,0.79999983,0.90165037,0.8033687,0.8911628,0.7930388,0.8950001,0.797048,0.8991809,0.8013951,0.9036844,0.79204047,0.89445305
2025-01-01 00:04:00,0.7984676,0.9001433,0.8017573,0.9033206,0.80484587,0.9063467,0.79383755,0.8953331,0.7968478,0.89839584,0.79999006,0.90164226,0.80336237,0.8911586,0.7930367,0.8950003,0.7970503,0.8991854,0.8014016,0.9036927,0.7920504,0.8944643
2025-01-01 00:05:00,0.79846007,0.90013415,0.80174667,0.9033088,0.80483323,0.9063337,0.7938245,0.89532036,0.7968357,0.89838475,0.79998034,0.90163416,0.8033562,0.8911544,0.79303473,0.89500046,0.79705274,0.89918995,0.8014082,0.9037011,0.7920604,0.8944756
2025-01-01 00:06:00,0.79845256,0.9001249,0.801736,0.903297,0.80482066,0.90632063,0.7938114,0.89530754,0.7968236,0.8983737,0.7999707,0.9016261,0.80335,0.8911503,0.79303277,0.89500076,0.7970552,0.8991946,0.80141485,0.9037096,0.79207045,0.8944869
2025-01-01 00:07:00,0.798445,0.9001156,0.80172527,0.9032852,0.804808,0.90630764,0.7937983,0.89529485,0.79681164,0.8983627,0.79996103,0.9016181,0.8033439,0.89114624,0.79303086,0.89500105,0.79705775,0.89919925,0.8014215,0.90371805,0.79208046,0.89449817
2025-01-01 00:08:00,0.79843736,0.9001063,0.80171454,0.90327334,0.8047954,0.9062946,0.7937852,0.8952821,0.7967996,0.8983517,0.79995143,0.9016102,0.8033378,0.8911422,0.793029,0.8950014,0.7970603,0.89920396,0.8014282,0.90372664,0.79209054,0.89450955
2025-01-01 00:09:00,0.79842967,0.90009695,0.80170375,0.9032614,0.80478275,0.90628153,0.79377216,0.8952694,0.79678756,0.8983408,0.7999419,0.90160227,0.8033318,0.89113826,0.7930272,0.8950019,0.797063,0.8992087,0.801435,0.9037352,0.7921007,0.89452094
2025-01-01 00:10:00,0.798422,0.90008754,0.80169296,0.90324956,0.8047701,0.9062685,0.7937591,0.8952567,0.79677564,0.8983299,0.79993236,0.9015944,0.80332583,0.8911343,0.7930255,0.89500237,0.7970657,0.89921355,0.8014418,0.9037438,0.79211086,0.8945324
