TIME,P_001_v000,P_001_v001,P_002_v000,P_002_v001
2025-01-01 00:01:00,0.9930584,0.89520043,0.9974232,0.89972025
2025-01-01 00:02:00,0.993061,0.8952052,0.9974299,0.8997288
2025-01-01 00:03:00,0.9930636,0.89520997,0.9974367,0.89973736
2025-01-01 00:04:00,0.9930664,0.8952148,0.99744356,0.899746
2025-01-01 00:05:00,0.9930691,0.8952197,0.9974504,0.8997547
2025-01-01 00:06:00,0.993072,0.89522463,0.9974574,0.8997634
2025-01-01 00:07:00,0.99307483,0.89522964,0.99746436,0.89977217
2025-01-01 00:08:00,0.99307775,0.8952347,0.9974714,0.899781
2025-01-01 00:09:00,0.99308074,0.89523983,0.9974785,0.8997898
2025-01-01 00:10:00,0.99308383,0.895245,0.9974856,0.8997987
2025-01-01 00:11:00,0.99308693,0.8952502,0.99749273,0.89980763
2025-01-01 00:12:00,0.9930901,0.89525545,0.9975,0.8998166
2025-01-01 00:13:00,0.9930933,0.8952608,0.9975073,0.8998256
2025-01-01 00:14:00,0.99309653,0.8952662,0.99751455,0.89983463
2025-01-01 00:15:00,0.99309987,0.8952716,0.99752194,0.89984375
2025-01-01 00:16:00,0.99310327,0.8952771,0.9975293,0.8998529
2025-01-01 00:17:00,0.9931067,0.89528257,0.9975368,0.89986205
2025-01-01 00:18:00,0.9931102,0.89528817,0.9975443,0.8998713
2025-01-01 00:19:00,0.99311376,0.8952938,0.99755186,0.8998805
2025-01-01 00:20:00,0.99311733,0.8952995,0.9975595,0.8998898
2025-01-01 00:21:00,0.993121,0.8953052,0.9975671,0.8998991
2025-01-01 00:22:00,0.9931247,0.895311,0.9975748,0.89990854
2025-01-01 00:23:00,0.9931285,0.89531684,0.99758255,0.89991796
2025-01-01 00:24:00,0.9931323,0.89532274,0.9975903,0.8999274
2025-01-01 00:25:00,0.99313617,0.89532864,0.9975982,0.8999369
2025-01-01 00:26:00,0.9931401,0.89533466,0.99760604,0.89994645
2025-01-01 00:27:00,0.9931441,0.8953407,0.99761397,0.899956
2025-01-01 00:28:00,0.99314815,0.8953468,0.99762195,0.89996564
2025-01-01 00:29:00,0.99315226,0.89535296,0.99762994,0.8999753
2025-01-01 00:30:00,0.98704827,0.8964216,0.9919493,0.9010239
2025-01-01 00:31:00,0.98216605,0.8971184,0.9874065,0.901709
2025-01-01 00:32:00,0.9782611,0.8975736,0.98377395,0.90215766
2025-01-01 00:33:00,0.9751381,0.8978717,0.98086953,0.9024528
