TIME,R_001_v000,R_004_v000,R_005_v000,R_006_v000,R_007_v000,R_008_v000,R_010_v000
2025-01-01 00:01:00,0.9002934,0.90178406,0.9032809,0.90479857,0.8923508,0.89395064,0.8956095
2025-01-01 00:02:00,0.90028036,0.901771,0.9032682,0.9047866,0.8923399,0.8939411,0.89560163
2025-01-01 00:03:00,0.9002673,0.90175796,0.9032555,0.9047746,0.892329,0.89393157,0.89559376
2025-01-01 00:04:00,0.90025425,0.9017449,0.9032428,0.9047627,0.8923181,0.8939221,0.89558595
2025-01-01 00:05:00,0.9002412,0.90173185,0.90323013,0.9047507,0.8923073,0.8939127,0.8955782
2025-01-01 00:06:00,0.9002281,0.9017188,0.9032175,0.90473884,0.89229643,0.89390326,0.89557046
2025-01-01 00:07:00,0.900215,0.90170574,0.90320486,0.9047269,0.8922857,0.8938939,0.8955628
2025-01-01 00:08:00,0.900202,0.9016927,0.9031922,0.90471506,0.892275,0.8938846,0.8955552
2025-01-01 00:09:00,0.90018886,0.90167964,0.9031796,0.90470326,0.89226425,0.8938753,0.8955476
2025-01-01 00:10:00,0.9001758,0.90166664,0.903167,0.90469146,0.8922536,0.8938661,0.89554006
2025-01-01 00:11:00,0.9001627,0.9016536,0.90315443,0.90467966,0.8922429,0.8938569,0.8955326
2025-01-01 00:12:00,0.90014964,0.9016406,0.90314186,0.9046679,0.8922323,0.89384776,0.89552516
2025-01-01 00:13:00,0.90013653,0.90162754,0.9031293,0.9046562,0.89222175,0.89383864,0.89551777
2025-01-01 00:14:00,0.9001234,0.90161455,0.90311676,0.9046445,0.8922112,0.8938296,0.89551044
2025-01-01 00:15:00,0.9001103,0.90160155,0.90310425,0.9046328,0.8922007,0.8938205,0.89550316
2025-01-01 00:16:00,0.90009725,0.90158856,0.9030917,0.9046211,0.8921902,0.8938115,0.8954959
2025-01-01 00:17:00,0.90008414,0.9015756,0.9030793,0.9046095,0.8921798,0.8938026,0.89548874
2025-01-01 00:18:00,0.900071,0.90156263,0.90306675,0.9045979,0.89216936,0.8937937,0.8954816
