TIME,H_001_v000,H_002_v000
2025-01-01 00:01:00,1.0468857,1.049373
2025-01-01 00:02:00,1.046898,1.0493859
2025-01-01 00:03:00,1.0469102,1.0493987
2025-01-01 00:04:00,1.0469223,1.0494115
2025-01-01 00:05:00,1.0469346,1.0494244
2025-01-01 00:06:00,1.0469469,1.0494373
2025-01-01 00:07:00,1.0469592,1.0494502
2025-01-01 00:08:00,1.0469714,1.049463
2025-01-01 00:09:00,1.0469838,1.0494759
2025-01-01 00:10:00,1.0469961,1.0494889
2025-01-01 00:11:00,1.0470085,1.0495018
2025-01-01 00:12:00,1.0470209,1.0495148
2025-01-01 00:13:00,1.0470333,1.0495276
2025-01-01 00:14:00,1.0470457,1.0495406
2025-01-01 00:15:00,1.0470581,1.0495535
2025-01-01 00:16:00,1.0470706,1.0495665
2025-01-01 00:17:00,1.047083,1.0495795
2025-01-01 00:18:00,1.0470955,1.0495925
2025-01-01 00:19:00,1.047108,1.0496055
2025-01-01 00:20:00,1.0471206,1.0496185
2025-01-01 00:21:00,1.0471331,1.0496315
2025-01-01 00:22:00,1.0471457,1.0496445
2025-01-01 00:23:00,1.0471582,1.0496575
2025-01-01 00:24:00,1.0471709,1.0496706
2025-01-01 00:25:00,1.0471834,1.0496836
2025-01-01 00:26:00,1.047196,1.0496966
2025-01-01 00:27:00,1.0472087,1.0497097
2025-01-01 00:28:00,1.0472213,1.0497227
2025-01-01 00:29:00,1.047234,1.0497358
2025-01-01 00:30:00,1.0468905,1.0497284
2025-01-01 00:31:00,1.0465612,1.049722
2025-01-01 00:32:00,1.0462456,1.0497162
2025-01-01 00:33:00,1.0459431,1.0497112
2025-01-01 00:34:00,1.0456533,1.049707
2025-01-01 00:35:00,1.0453756,1.0497036
2025-01-01 00:36:00,1.0451095,1.0497006
2025-01-01 00:37:00,1.0448545,1.0496984
2025-01-01 00:38:00,1.0446103,1.0496968
2025-01-01 00:39:00,1.0443765,1.0496958
2025-01-01 00:40:00,1.0441524,1.0496954
2025-01-01 00:41:00,1.0439379,1.0496955
2025-01-01 00:42:00,1.0437324,1.0496961
2025-01-01 00:43:00,1.0435357,1.049697
2025-01-01 00:44:00,1.0433475,1.0496986
2025-01-01 00:45:00,1.0431672,1.0497006
2025-01-01 00:46:00,1.0429947,1.0497031
2025-01-01 00:47:00,1.0428296,1.0497061
2025-01-01 00:48:00,1.0426717,1.0497094
2025-01-01 00:49:00,1.0425206,1.0497131
2025-01-01 00:50:00,1.042376,1.0497172
2025-01-01 00:51:00,1.0422379,1.0497216
2025-01-01 00:52:00,1.0421057,1.0497264
2025-01-01 00:53:00,1.0419793,1.0497315
2025-01-01 00:54:00,1.0418584,1.049737
2025-01-01 00:55:00,1.041743,1.0497427
2025-01-01 00:56:00,1.0416328,1.0497488
2025-01-01 00:57:00,1.0415274,1.049755
2025-01-01 00:58:00,1.0414268,1.0497617
2025-01-01 00:59:00,1.0413307,1.0497686
2025-01-01 01:00:00,1.0407662,1.04932
2025-01-01 01:01:00,1.0402249,1.0488899
2025-01-01 01:02:00,1.0397059,1.0484775
2025-01-01 01:03:00,1.039208,1.0480822
2025-01-01 01:04:00,1.0387306,1.0477031
2025-01-01 01:05:00,1.038273,1.0473398
2025-01-01 01:06:00,1.037834,1.0469916
2025-01-01 01:07:00,1.0374132,1.0466577
2025-01-01 01:08:00,1.0370097,1.0463377
2025-01-01 01:09:00,1.036623,1.0460311
2025-01-01 01:10:00,1.0362521,1.0457371
