TIME,P_001_v000,P_001_v001,P_002_v000,P_002_v001
2025-01-01 00:01:00,1.0041579,0.9066625,0.99514794,0.89760035
2025-01-01 00:02:00,1.004171,0.9066753,0.99516004,0.89761144
2025-01-01 00:03:00,1.004184,0.90668803,0.99517214,0.89762247
2025-01-01 00:04:00,1.0041971,0.9067008,0.9951842,0.8976335
2025-01-01 00:05:00,1.0042102,0.90671355,0.9951962,0.89764446
2025-01-01 00:06:00,1.0042233,0.9067263,0.99520826,0.8976554
2025-01-01 00:07:00,1.0042363,0.906739,0.99522024,0.89766634
2025-01-01 00:08:00,1.0042495,0.9067517,0.99523216,0.8976772
2025-01-01 00:09:00,1.0042624,0.9067644,0.99524415,0.89768803
2025-01-01 00:10:00,1.0042756,0.906777,0.99525607,0.8976989
2025-01-01 00:11:00,1.0042886,0.90678966,0.9952679,0.89770967
2025-01-01 00:12:00,1.0043017,0.9068023,0.9952798,0.8977204
2025-01-01 00:13:00,1.0043147,0.90681493,0.99529165,0.8977311
2025-01-01 00:14:00,1.0043277,0.90682757,0.99530345,0.8977418
2025-01-01 00:15:00,1.0043408,0.90684015,0.99531525,0.89775246
2025-01-01 00:16:00,1.0043538,0.9068527,0.99532706,0.89776313
2025-01-01 00:17:00,1.0043668,0.90686524,0.99533874,0.8977737
2025-01-01 00:18:00,1.0043797,0.9068778,0.9953505,0.89778423
2025-01-01 00:19:00,1.0043927,0.90689033,0.99536216,0.8977948
2025-01-01 00:20:00,1.0044057,0.90690285,0.99537385,0.8978052
2025-01-01 00:21:00,1.0044187,0.90691537,0.99538547,0.8978157
2025-01-01 00:22:00,1.0044317,0.9069278,0.9953971,0.89782614
2025-01-01 00:23:00,1.0044447,0.9069403,0.9954087,0.8978365
2025-01-01 00:24:00,1.0044576,0.9069527,0.9954202,0.8978468
2025-01-01 00:25:00,1.0044706,0.90696514,0.9954318,0.8978572
2025-01-01 00:26:00,1.0044836,0.90697753,0.9954433,0.89786744
2025-01-01 00:27:00,1.0044965,0.90698993,0.9954547,0.8978777
2025-01-01 00:28:00,1.0045093,0.9070023,0.99546623,0.8978879
2025-01-01 00:29:00,1.0045223,0.9070146,0.9954776,0.8978981
2025-01-01 00:30:00,0.9957471,0.91033024,0.99329406,0.9016832
