TIME,B_001_v000,B_001_v001,B_015_v000,B_015_v001,B_120_v000,B_120_v001,B_198_v000,B_198_v001,B_233_v000,B_233_v001,B_273_v000,B_273_v001,B_286_v000,B_286_v001,B_302_v000,B_302_v001,B_317_v000,B_317_v001,B_329_v000,B_329_v001,B_341_v000,B_341_v001
2025-01-01 00:01:00,0.80000657,0.9023549,0.8046354,0.9068399,0.8089626,0.8969998,0.79895055,0.9008162,0.8026007,0.90431017,0.8059531,0.90753967,0.79508185,0.89659286,0.79808676,0.89957815,0.8010817,0.9026118,0.8041819,0.8918044,0.7934902,0.8952483
2025-01-01 00:02:00,0.8000163,0.902363,0.80464166,0.90684414,0.8089646,0.8969996,0.7989481,0.9008117,0.8025941,0.90430176,0.80594313,0.9075284,0.79506963,0.89658004,0.79807365,0.8995652,0.80106926,0.90260017,0.80417144,0.89179546,0.793483,0.8952431
2025-01-01 00:03:00,0.80002594,0.90237105,0.80464786,0.90684825,0.8089666,0.89699936,0.79894567,0.9008071,0.8025875,0.90429336,0.8059331,0.90751714,0.79505736,0.89656717,0.79806054,0.8995522,0.8010568,0.9025886,0.8041611,0.8917866,0.7934759,0.895238
2025-01-01 00:04:00,0.8000356,0.9023791,0.804654,0.90685236,0.8089685,0.89699906,0.79894316,0.9008024,0.80258083,0.9042849,0.80592304,0.9075058,0.7950451,0.8965543,0.7980474,0.8995393,0.8010444,0.90257704,0.80415076,0.89177775,0.79346883,0.89523286
2025-01-01 00:05:00,0.8000452,0.902387,0.8046601,0.90685636,0.8089704,0.8969987,0.7989406,0.9007977,0.80257416,0.9042764,0.805913,0.9074944,0.7950328,0.8965414,0.7980343,0.8995263,0.80103195,0.90256554,0.80414045,0.891769,0.7934618,0.89522785
2025-01-01 00:06:00,0.8000548,0.90239495,0.8046661,0.90686035,0.8089722,0.8969983,0.798938,0.90079296,0.80256736,0.9042678,0.80590284,0.90748304,0.79502046,0.8965285,0.7980212,0.89951336,0.80101955,0.90255404,0.8041302,0.89176023,0.7934549,0.89522284
2025-01-01 00:07:00,0.8000643,0.9024028,0.80467206,0.9068643,0.8089739,0.8969978,0.7989353,0.9007881,0.80256057,0.9042592,0.8058927,0.90747166,0.7950082,0.8965156,0.79800814,0.8995005,0.8010072,0.90254253,0.80411994,0.8917515,0.793448,0.89521796
2025-01-01 00:08:00,0.8000738,0.9024106,0.804678,0.90686816,0.80897564,0.8969973,0.79893255,0.90078324,0.8025537,0.90425056,0.8058825,0.9074602,0.7949958,0.8965027,0.79799503,0.89948756,0.8009948,0.9025311,0.80410975,0.8917429,0.79344106,0.89521307
2025-01-01 00:09:00,0.8000833,0.90241843,0.8046839,0.906872,0.80897725,0.8969967,0.79892975,0.90077835,0.8025468,0.90424186,0.8058723,0.90744877,0.7949834,0.89648974,0.7979819,0.8994746,0.8009825,0.9025197,0.80409956,0.89173424,0.79343426,0.89520824
2025-01-01 00:10:00,0.80009264,0.9024262,0.8046897,0.9068757,0.80897886,0.8969961,0.7989269,0.90077335,0.8025399,0.90423316,0.80586207,0.90743726,0.79497105,0.8964768,0.7979688,0.89946175,0.8009702,0.9025083,0.8040895,0.8917257,0.7934275,0.8952035
