TIME,TE_001_v000,TE_002_v000,TE_005_v000,TE_008_v000,TE_014_v000,TE_016_v000,TE_017_v000,TE_019_v000,TE_021_v000,TE_022_v000,TE_023_v000
2025-01-01 00:01:00,0.752417,0.74819237,0.7569924,0.7504612,0.75683516,0.7488376,0.74135715,0.74905235,0.74405885,0.7539289,0.7498306
2025-01-01 00:02:00,0.75243,0.7482013,0.7569933,0.7504537,0.7568225,0.7488255,0.74135095,0.7490548,0.74406886,0.753942,0.749841
2025-01-01 00:03:00,0.75244296,0.7482102,0.7569941,0.75044614,0.75680995,0.74881345,0.74134487,0.7490573,0.7440789,0.7539551,0.7498513
2025-01-01 00:04:00,0.75245595,0.748219,0.7569949,0.7504386,0.7567973,0.74880147,0.7413388,0.7490599,0.744089,0.75396824,0.7498616
2025-01-01 00:05:00,0.7524689,0.74822783,0.7569957,0.7504309,0.7567847,0.7487894,0.7413327,0.74906254,0.74409914,0.75398135,0.74987185
2025-01-01 00:06:00,0.7524819,0.7482366,0.75699633,0.7504232,0.756772,0.74877745,0.74132675,0.7490652,0.7441093,0.75399446,0.7498821
2025-01-01 00:07:00,0.75249475,0.7482453,0.7569969,0.75041544,0.75675935,0.7487655,0.74132085,0.74906796,0.74411947,0.7540075,0.74989223
2025-01-01 00:08:00,0.7525077,0.74825394,0.7569975,0.75040764,0.75674665,0.74875355,0.74131495,0.74907076,0.7441297,0.75402063,0.7499024
2025-01-01 00:09:00,0.7525206,0.7482626,0.756998,0.75039977,0.75673395,0.7487416,0.74130917,0.7490736,0.74413997,0.75403374,0.74991256
2025-01-01 00:10:00,0.7525335,0.74827117,0.7569985,0.7503919,0.75672126,0.74872977,0.7413034,0.74907655,0.7441503,0.75404686,0.7499226
2025-01-01 00:11:00,0.7525464,0.7482797,0.75699884,0.750384,0.7567085,0.7487179,0.74129766,0.7490795,0.7441606,0.75406,0.74993265
2025-01-01 00:12:00,0.7525593,0.7482882,0.7569992,0.750376,0.75669575,0.74870604,0.741292,0.74908257,0.74417096,0.7540731,0.74994266
2025-01-01 00:13:00,0.7525722,0.7482967,0.7569995,0.75036794,0.756683,0.74869424,0.7412864,0.7490856,0.7441814,0.75408614,0.7499526
2025-01-01 00:14:00,0.75258505,0.7483051,0.7569997,0.7503599,0.75667024,0.74868244,0.7412808,0.74908876,0.7441918,0.75409925,0.74996257
2025-01-01 00:15:00,0.75259787,0.7483134,0.75699985,0.7503518,0.7566574,0.7486707,0.7412753,0.7490919,0.7442023,0.75411236,0.74997246
2025-01-01 00:16:00,0.75261074,0.7483218,0.75699997,0.7503436,0.7566446,0.74865896,0.7412698,0.7490952,0.7442128,0.7541255,0.7499823
2025-01-01 00:17:00,0.75262356,0.74833006,0.757,0.7503354,0.75663185,0.7486473,0.74126446,0.7490985,0.74422336,0.7541386,0.74999213
2025-01-01 00:18:00,0.7526364,0.7483383,0.75699997,0.75032717,0.75661904,0.74863553,0.7412591,0.7491019,0.74423397,0.75415164,0.7500019
2025-01-01 00:19:00,0.7526492,0.74834645,0.7569999,0.7503188,0.75660616,0.7486239,0.7412538,0.7491053,0.7442446,0.75416476,0.7500117
2025-01-01 00:20:00,0.75266194,0.7483546,0.7569998,0.75031054,0.75659335,0.7486123,0.74124855,0.74910873,0.7442552,0.7541778,0.75002134
2025-01-01 00:21:00,0.75267476,0.7483627,0.7569996,0.75030214,0.7565805,0.74860066,0.7412433,0.74911225,0.74426585,0.7541909,0.75003105
2025-01-01 00:22:00,0.7526875,0.74837077,0.7569994,0.75029373,0.7565676,0.74858904,0.7412382,0.7491158,0.7442766,0.75420403,0.75004065
2025-01-01 00:23:00,0.75270027,0.7483788,0.7569991,0.7502852,0.7565547,0.74857754,0.7412331,0.7491195,0.7442874,0.7542171,0.75005025
2025-01-01 00:24:00,0.752713,0.74838674,0.7569987,0.75027674,0.75654185,0.748566,0.74122804,0.74912316,0.7442981,0.75423014,0.7500598
2025-01-01 00:25:00,0.7527257,0.74839467,0.7569983,0.75026816,0.756529,0.74855447,0.74122304,0.7491269,0.74430895,0.7542432,0.7500693
2025-01-01 00:26:00,0.7527384,0.74840254,0.7569978,0.7502596,0.75651604,0.748543,0.74121815,0.7491307,0.7443198,0.7542563,0.7500788
2025-01-01 00:27:00,0.7527511,0.74841034,0.75699735,0.75025094,0.7565031,0.7485316,0.74121326,0.7491346,0.74433064,0.7542693,0.7500882
2025-01-01 00:28:00,0.7527638,0.74841815,0.75699675,0.75024223,0.75649023,0.74852014,0.74120843,0.7491385,0.74434155,0.7542824,0.7500976
2025-01-01 00:29:00,0.7527765,0.7484259,0.7569961,0.7502335,0.75647724,0.74850875,0.74120367,0.74914247,0.7443525,0.75429547,0.75010693
2025-01-01 00:30:00,0.75040853,0.7435767,0.754661,0.74548817,0.754369,0.73564917,0.7395477,0.7445353,0.7423213,0.74965143,0.7484969
2025-01-01 00:31:00,0.7485167,0.7396988,0.75279284,0.7416901,0.7526799,0.7253592,0.73822206,0.74085057,0.7406986,0.7459389,0.7472107
2025-01-01 00:32:00,0.74700576,0.73659796,0.751298,0.7386499,0.7513259,0.717125,0.7371607,0.7379036,0.7394026,0.7429715,0.7461835
2025-01-01 00:33:00,0.74579954,0.73411876,0.750102,0.73621583,0.7502402,0.7105354,0.73631066,0.7355469,0.7383681,0.74060005,0.7453636
