TIME,C_001_v000,C_001_v001,C_001_v002,C_002_v000,C_002_v001,C_002_v002,C_005_v000,C_005_v001,C_005_v002,C_008_v000,C_008_v001,C_008_v002,C_014_v000,C_014_v001,C_014_v002,C_016_v000,C_016_v001,C_016_v002,C_017_v000,C_017_v001,C_017_v002,C_019_v000,C_019_v001,C_019_v002,C_021_v000,C_021_v001,C_021_v002,C_022_v000,C_022_v001,C_022_v002,C_023_v000,C_023_v001,C_023_v002
2025-01-01 00:01:00,0.8449137,0.9474025,0.99990845,0.85491365,0.95738393,0.9958143,0.8505072,0.9527498,1.0049131,0.8589854,0.9468924,0.99871594,0.85213554,0.9537483,1.0053105,0.8443356,0.9458264,0.99732226,0.85038644,0.95198184,1.0036354,0.8431551,0.94503504,0.99700046,0.8511892,0.95340717,0.9916999,0.8464738,0.94893277,1.0014225,0.8564373,0.9449331,0.997402
2025-01-01 00:02:00,0.84492594,0.94741535,0.99992156,0.8549261,0.95739555,0.99582475,0.85051435,0.952755,1.0049162,0.8589841,0.94688886,0.99871033,0.8521263,0.9537376,1.0052987,0.8443226,0.94581336,0.9973095,0.8503754,0.9519721,1.0036274,0.8431509,0.9450331,0.9970007,0.85119385,0.9534138,0.99170834,0.8464851,0.94894505,1.0014353,0.85645026,0.9449456,0.99741364
2025-01-01 00:03:00,0.84493816,0.94742817,0.9999347,0.85493857,0.9574071,0.9958351,0.8505215,0.95276016,1.0049192,0.85898274,0.9468853,0.9987047,0.85211706,0.9537269,1.0052869,0.84430957,0.9458003,0.99729675,0.85036445,0.95196253,1.0036194,0.84314686,0.94503117,0.997001,0.8511985,0.9534204,0.9917168,0.8464964,0.94895726,1.0014482,0.85646325,0.94495803,0.9974252
2025-01-01 00:04:00,0.84495044,0.94744104,0.9999478,0.854951,0.9574187,0.9958455,0.8505286,0.9527653,1.0049222,0.8589813,0.9468817,0.998699,0.85210776,0.9537162,1.005275,0.8442965,0.9457872,0.997284,0.8503534,0.95195293,1.0036114,0.84314287,0.94502926,0.99700135,0.8512032,0.95342714,0.9917253,0.8465078,0.9489696,1.0014611,0.8564762,0.9449704,0.9974367
2025-01-01 00:05:00,0.8449627,0.947454,0.9999609,0.8549634,0.95743024,0.9958558,0.85053563,0.9527703,1.0049251,0.85897976,0.946878,0.9986932,0.8520984,0.95370543,1.0052632,0.84428346,0.94577414,0.9972713,0.8503425,0.95194334,1.0036036,0.8431389,0.9450275,0.99700177,0.851208,0.95343393,0.9917339,0.8465192,0.94898194,1.001474,0.8564891,0.9449828,0.9974482
2025-01-01 00:06:00,0.84497505,0.94746685,0.999974,0.8549759,0.95744175,0.9958661,0.8505426,0.9527753,1.004928,0.8589783,0.94687426,0.99868745,0.852089,0.95369464,1.0052513,0.8442704,0.945761,0.9972586,0.8503316,0.9519338,1.0035957,0.84313494,0.94502574,0.9970023,0.8512128,0.9534407,0.9917425,0.8465306,0.9489943,1.0014869,0.85650206,0.9449952,0.99745965
2025-01-01 00:07:00,0.8449874,0.9474797,0.99998707,0.8549882,0.9574532,0.9958763,0.8505495,0.95278025,1.0049309,0.85897666,0.9468705,0.9986816,0.8520796,0.9536838,1.0052394,0.84425735,0.945748,0.9972459,0.8503207,0.9519243,1.0035878,0.84313107,0.9450241,0.99700284,0.8512177,0.9534476,0.99175113,0.846542,0.9490066,1.0014999,0.856515,0.94500756,0.9974711
2025-01-01 00:08:00,0.84499973,0.94749266,1.0000002,0.8550006,0.9574647,0.99588656,0.85055643,0.9527852,1.0049336,0.858975,0.94686663,0.9986757,0.8520701,0.9536729,1.0052274,0.8442443,0.9457349,0.9972332,0.85030985,0.9519149,1.0035801,0.8431273,0.9450224,0.99700344,0.8512226,0.9534545,0.99175984,0.8465535,0.949019,1.0015128,0.85652786,0.9450199,0.9974825
2025-01-01 00:09:00,0.84501207,0.9475056,1.0000134,0.85501295,0.9574761,0.9958967,0.8505632,0.95279,1.0049363,0.85897326,0.94686276,0.99866974,0.8520606,0.95366204,1.0052154,0.84423125,0.94572186,0.9972205,0.85029906,0.9519055,1.0035723,0.84312356,0.94502085,0.9970041,0.8512276,0.95346147,0.9917686,0.846565,0.9490314,1.0015258,0.8565408,0.94503224,0.99749386
2025-01-01 00:10:00,0.84502447,0.9475185,1.0000263,0.8550253,0.95748746,0.99590683,0.85057,0.9527948,1.004939,0.8589715,0.9468588,0.9986637,0.8520511,0.95365113,1.0052035,0.8442182,0.9457088,0.9972079,0.8502883,0.95189613,1.0035647,0.84311986,0.94501936,0.99700475,0.8512326,0.95346844,0.99177736,0.8465765,0.9490438,1.0015386,0.8565537,0.9450445,0.9975052
2025-01-01 00:11:00,0.84503686,0.94753146,1.0000395,0.85503757,0.95749885,0.99591696,0.85057676,0.95279956,1.0049416,0.8589696,0.9468548,0.9986577,0.8520415,0.9536401,1.0051914,0.8442051,0.94569576,0.99719524,0.85027754,0.9518868,1.0035571,0.8431162,0.9450179,0.9970055,0.8512377,0.95347553,0.9917862,0.8465881,0.94905627,1.0015516,0.85656655,0.9450568,0.9975166
